 ,restaurant,menu,total_star,review,food,delvice,
3533,모모모,"케이준앤치킨너겟/1,햄치즈스페셜 토스트/1",4,치킨너겟인데 감자튀김이 더많네요 너겟이 더많았으면 좋겠어요 너겟끝쪽이타서 딱딱했어요  좀아쉽네요,1,3,
3534,전상국의30년물회,광어＋우럭 물회/1(사이즈 선택(中)),4,다른 가게보다 양이 적네요,1,3,
3535,호세야오리바베큐-화곡점,모듬장작 바베큐 中/1,2,못함 전보다는요,1,3,
3536,혼밥대왕-구로점,"（인기）골라 비빔밥＋찌개 Set/1(구성 선택(단품),비빔밥 메뉴 선택(참치),찌개메뉴 선택(제주흑돼지김치찌개))",3,맛있다 정도는 아니고 먹을만했어요,3,3,
3537,돼순이네왕족발보쌈,돼순이네왕족발 中（국내산만 고집）/1(음료 선택(콜라500mL)),2,그저 그렇네요,3,3,
3538,원할머니보쌈-서초점,"모둠보쌈/1(사이즈 선택(소（생육500g이상,수육350g）))",4,감사합니다 잘먹었습니다,5,3,
3539,뚜레쥬르-문래역점,"잡곡 듬뿍 고소미브레드/1,진한 녹차 브라우니/1,쇼콜라갸또（조각）/1,리얼브라우니/1,치즈 브라우니/1",1,치즈 브라우니에 곰팡이가 피었어요.. 음식의 질을 염두에 두시기 바랍니다..,3,1,
3540,돈쫄돈-왕십리점,등심' 돈가스/1(튀김류 추가 선택(롱김말이튀김 1p)),5,단짠조화가 너무 좋아요. 정말 이런집이 별다섯개 받아야 합니다. 생각없이 주문했는데 너무 맛있게 잘먹었네요. 고맙습니다,5,3,
3541,만복국수찌개&보쌈,만복정식 1人/1(메뉴 선택(청국장)),4,요청사항이 반영이 제대로 안되어서 별은 하나 뺐어요 맛은 평타 이상이예요,5,1,
3542,셰프의돈까스,"고구마치즈돈까스 /1,쫄면/2",2,전호ㅓ햣는데 안받으시더라구요 .. 돈까스 밥에 머리카락 잇엇어요 빨강색느낌 짧은머리요,3,1,
3543,도미노피자-명동점,페퍼로니 피자（오리지널 도우 L）/1,1,맛도 없고  배달도 불친절이고 다신안시킴,1,1,
3544,우아한혼술식당,"육회반＋양념게장반/1,육회비빔밥/1(추가 선택(소고기미니미역국))",3,다른 지점에선 많이 시켜먹었는데 여긴 오늘 처음 먹어봤습니다 기대 하고 시켰는데 육회 색도 변하고.. 치즈는 많이 주기가 아까우셨는지 달랑 한개만 들어있네요.. 참 맛있는 곳인데 오늘은 참 아쉬웠습니다 가격이 싼데 뭘더 바라냐 라고 하실 수 있겠지만 그래도 이건 좀..,1,3,
3545,동해마라탕&양꼬치&요리,양꼬치 10개/2,2,아직도 다 먹지 못함! 넘 냄새가 많이 남!,1,3,
3546,마왕족발-삼성점,"마왕세트（소）/1(메뉴추가(비빔국수 1인),메뉴추가(당면추가),메뉴선택(통구이),맛선택(중간맛),사이드 메뉴(마왕국수))",5,굿 양 진짜 많아요 마왕국수 흔한맛 아니여서 또 생각날듯해요. 둘이 반도넘게 남겼.. 당면추가 했엇는데 담번엔 보통으로 주문하려구요,3,3,
3547,장충동왕족발보쌈,"족발 中/1,공기밥/1",3,맛은 있었으나 살코기가 좀 부족했습니다!,3,3,
3548,담식당,"육회비빔밥/1(리뷰 서비스（주문건당 1개만 제공되요／한번만 클릭해주세요）(ㄹI뷰／탄산음료（웰치스포도or딸기）),곁들임 사이드메뉴(노른자 추가))",5,맛있었어요! 다음에 또 먹을게요 ㅎㅎ,5,3,
3549,페리카나-삼성동점,B세트（후라이드＋양념치킨＋콜라 1.25L）/1,5,배달 빠르고 맛있네요,5,5,
3550,배스킨라빈스-신도림홈플러스점,"패밀리/1(블랙소르베 파인트 증정(블랙소르베),제품 밀봉 배달 전용 패키지(선택 안함),아이스크림 선택（패밀리）(바람과 함께 사라지다,베리베리 스트로베리,레인보우 샤베트,수퍼 펭귄 시리얼,매시업스 시리얼),대체맛 선택（패밀리）(（대체）엄마는 외계인,（대체）사랑에 빠진 딸기),포장 이동시간(30분))",1,주문한지 세시간이 넘었는데 아직도 안오고 있네요.. 코로나 때문에 늦는건 이해 하는데 그럼 애초에 배달 예상 시간을 더 길게 하셔야 하는거 아닌가요 무슨 아이스크림이 세시간째 안옵니까.. 매장에 전화 했더니 전화도 안받고..,3,1,
3551,60계-구의광장점,호랑이치킨/1,2,호랑ㅇ치킨 넘 자극적,1,3,
3552,롯데리아-신정네거리역점,"데리버거/3,한우불고기세트/1(디저트 변경(세트 포테이토),드링크 변경(세트 콜라（R）))",2,한우불고기 버거에 양상추대신 양배추 실화입니까?,1,3,
3553,명품임실치즈피자-마포점,"하와이언 피자 M/1(M사이즈  추가선택(치즈크러스트 추가)),치즈오븐스파게티/1,갈릭디핑소스/1",3,잘 먹었습니다..,5,3,
3554,봉추찜닭-교대역점,"커플찜닭 （소, 1~2인용）/1(조리 선택(완조리),매운 맛 선택(보통맛))",4,맛있어서 하나 더 주문해 집에 가져갔네요.,5,3,
3555,롯데리아-서대문역점,"핫크리스피버거세트/1(디저트 변경(선택 양념감자（칠리）),드링크 변경(선택 콜라（L）),햄버거 토핑 추가(토마토 토핑),옵션 추가(시즈닝_칠리맛)),핫크리스피버거세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택 콜라（L）),옵션 추가(시즈닝_치즈맛))",1,감자튀김은 바삭한맛 전혀 없이 눅눅하고 시즈닝은 치즈가 아니라 어니언으로 왔습니다.,1,1,
3556,BHC-합정역점,맛초킹순살/1,5,깔끔한 치킨의 정석이네요,5,3,
3557,소풍엄지척닭강정-구로점,"엄지척 닭강정 中/1(맛 선택(순한맛),추가 선택(떡사리 추가))",3,배달이좀늦네요..예상시간을길게쓰시지 기대하지않게..ㅠㅠ,3,1,
3558,신룽푸마라탕-강남점,"마라샹궈/1(사이즈 선택(소),토핑 추가(소고기（100g） 추가))",2,진짜 사진만큼 버렸어요.. 마라가 너무 쎄서 당분간은 마라 생각 안 날 것 같아요,1,3,
3559,소문난한방왕족발,한방왕족발 大 앞다리/2,1,항상 앞다리 2개씩 몇번에 걸쳐 주문했지만 이젠 이집에 주문안할랍니다 양심적이지 않게 족발양이 적네요 이런글 잘 안쓰는데.. 장사는 양심입니다,1,3,
3560,롤앤스파게티-화곡점,"비빔밥/1,스페샬돈까스（김밥＋쫄면＋만두＋야채）/1,참치김밥/2,치즈떡볶이/2",1,배달이 느리니 면은불고 음식은 식어서 맛이 없고 돈 아깝습니다.,3,1,
3561,1인용이태원부대찌개-서울신림점,（추천）뉴욕베이컨 1人 부대찌개＋대접밥 1.5人/1,3,매운거 잘드시면 좋은데 해장하려고 시켰는데 너무매워서 속 뒤집어질거같아영,1,3,
3562,써브웨이-대림삼거리점,"페퍼 치킨 슈니첼 15cm 단품/1(빵선택(하티),치즈선택(아메리칸치즈),빵／미트 토스팅 선택(토스팅),야채 제외(오이 제외),소스선택 *미선택시 추천소스 제공(머스타드,랜치)),이탈리안 비엠티 15cm 단품/1(빵선택(플랫브레드),치즈선택(아메리칸치즈),빵／미트 토스팅 선택(토스팅),소스선택 *미선택시 추천소스 제공(추천 소스)),코카콜라 제로 （355ml）/1",1,배달 진짜 별 하나도 아깝네요. 원래 배달 오래걸리는 곳인거 알아서 다 기다렸는데 배달 예상 시간 90분 보다도 20분 넘게 더 걸려서 거의 2시간만에 받았어요. 음식은 다 식었고 오이 빼달라는 주문도 했는데 오이도 그대로 들어있고 배달 지연된다는 안내도 없고 다시는 주문 안 할 듯 합니다,3,1,
3563,오로지백반,제육볶음 듬뿍 반찬8  밥2  국2 2인분/1,1,"음식이 1시간 20분가까이 지나도 안오길래, 전화해봤더니  배달원분이 주소를 착각해서 다른곳에 가져다 놓으셨어요.  가게 주인분께 전화하였더니 귀찮다는 어투로 일체 사과없이 그냥 드시면 안돼요? 전자렌지 없으세요? 라는 말뿐  결국 그냥 식은거 귀찮기도하고 배고파서 먹었습니다.  여기 시킬분들은 곰곰히 고민하고 시키시길",3,1,
3564,최우영식당-홍대점,스페셜초밥（12P）/1,2,리뷰이벤트라고 새우 튀김까지 받고 쓰는거라 좋은 내용 쓰고 싶은데.. 솔직히 넘 맛 없어요 치킨 시키고 시간 관계상 익스프레스로. 초밥 시켰는데 회에. 비린 맛ㅠㅠ 진짜 삼킬 수 없었어요 그나마 새우튀김은 괜찮았어요 서비스만  먹었네요 음식 컬리티에 대한 고민이 필요할것 같아요,1,3,
3565,단향치킨-본점,후라이드치킨/1(뼈／순살 선택(뼈)),4,가성비 통닭 배달료도 저렴하고 좋아요,5,3,
3566,교촌치킨-신월1호점,교촌허니콤보/1(사이드 메뉴(선택안함)),2,비가 많이 오니까 예상시간보다 30분 이상 늦었는데도 말 안하고 기다렸는데요.. 아무리 그래도 다 식은 치킨을 보내주시는 건 좀.. 너무하지 않나요ㅠ 7시 전에 시킨 음식을 두시간이 훨씬 지난 지금에서야 받았는데.. 단골인데 이번엔 좀 너무하시네요,3,1,
3567,프랭크수제치즈버거-양천구청점,"프랭크베이컨치즈버거 세트（프랭크베이컨치즈버거＋감자 택1＋음료 택1）/1(사이즈선택(L),메뉴 선택(감자튀김),음료 선택(콜라),HOT or ICE 선택(ICE)),프랭크베이컨치즈버거/1(사이즈선택(R)),치즈스틱 3개/1",2,"10월 10일 20시 34분 주문, 21시 05분 도착예정 이라고 뜸. 10월 10일 21시 05분 요기요 고객센터에서 잘 받았냐고 톡옴, 21시 15분이 되도 안 오길래 가게에 전화문의함 사장님이 곧 도착할테니 기다리라고 함 먹 지금시간 21시 41분, 주문후 1시간이 넘었는데아직도 도착을 안함. 아 괜히 주문했음. 안되면 안된다고 얘기를 해주시던가요! 뭔 도착해서 먹어봐야 맛과 양 별점을주지요",3,1,
3568,동어동락-삼성본점,모듬회/1(사이즈 선택(중)),5,회 잘 먹었습니다~~,5,3,
3569,롯데리아-건대스타시티점,"모짜렐라인더 버거-베이컨 세트/1(디저트 변경(세트 포테이토),드링크 변경(세트 콜라（R）)),불고기버거세트/1(디저트 변경(세트 포테이토),드링크 변경(세트 콜라（R）))",1,더럽게배달 느리고 맛도  없어,1,1,
3570,싸다김밥-사당역점,"김치볶음밥/1,갈비만두/1,찜닭덮밥/1,국물라볶이/1",3,배달에 문제가 있네요 리뷰보고 아차 싶었는데 실제로도 배달 시간만 80분 걸렸고 이보다 더 문제는 음식이 다 식어서 왔습니다  라뽂이는 뿔고 뿔어서 면을 들면 다 으스러질 정도였고 김치볶음밥 소스쪽은 어디에 눌려서 왔는지 용기가 다 찌그러졌습니다 거리가 그렇게 먼 곳이 아닌데 배달을 여러군데 돌고 오는지 체크해 보셔야겠네요 맛은 좋은데 배달이 영 아닙니다,5,1,
3571,금강산족발보쌈,"족발 小/1,쟁반국수（1인분）/1",1,9시반에 주문해서 11시가 됬는데도 안와가지고 봤더니 주문완료됬고..안됨  안된다고 전화를하시던가..,3,1,
3572,처갓집양념치킨-왕십리점,슈프림양념치킨/1,2,"먹기 힘들었네요. 치킨이 생긴건 멀쩡하게 왔는데요. 다만, 고기가 꼭 고무 씹는것처럼 아무 맛도 없고 소스맛만 나구요. 중간중간 쓴맛 나고 고기도 질깃질깃 하고. 많이 실망이었습니다.",1,3,
3573,취홍,"삼선쟁반짜장/1,셋트1（탕수육＋짜장2）/1(곱빼기 추가 선택(추가 안함))",5,오늘 급 추워져서 그런지 짜장이 식긴했지만 그래도 맛나게  잘 묵었습니다^^    서비스 만두 하나가 모양이 독특하네요?오잉?? 쟁반짜장 너무 맛좋아용 ㅎ담에  또시켜 먹어야겟어용,5,3,
3574,1인족발보쌈,"족발 1人실속세트/1,서비스쟁반국수/1",2,저기 실속형에 뼈없이 제공인데?? 뼈가 왜들어있는건가요..,3,1,
3575,파스타입니다,"나혼자 먹방 세트/1(메인메뉴(쉬림프 로제 파스타),맛 선택(1단계),사이드 메뉴(호밀빵),음료 선택(사이다))",5,맛있게 잘 먹었습니다 ㅎㅎ,5,3,
3576,맥도날드-한양대점,"트리플 치즈버거 세트/1(사이드 선택（M）(후렌치 후라이 미디엄),음료 선택（M）(코카 콜라Ⓡ 제로 미디엄)),트리플 치즈버거 세트/1(사이드 선택（M）(후렌치 후라이 미디엄),음료 선택（M）(코카 콜라Ⓡ 미디엄))",1,아니.. 이 사람들아 세트인데 콜라를 안주면은 어떻합니까 지금.. 아니 종이에 체크까지 해놓고..참,3,1,
3577,한길한식당,"보쌈정식/2,코다리정식/1",4,맛있는데 보쌈양이적고 코다리 참기름이  많이 들어가네요,3,3,
3578,종로족빨,족발＋보쌈/1(사이즈 선택(大)),4,맛은 있으나 양은 적은것 같아요~~,3,3,
3579,바르다김선생-대치점,"바른 김밥/1,갈비만두 （10pcs）/2",5,자주시켜먹는데 말 한결같아요 갈비만두 애들좋아함,5,3,
3580,만복국수집홍대점,보쌈/1(사이즈 선택(中)),4,지인추천으로 처음 시켜봤습니다 음식은 괜찮았으나 예정시간보다 늦게 도착해서 온기없는 보쌈과 한덩어리인 비빔국수를 먹었네요 제시간에 도착만 한다면 더 맛있을수 있을꺼 같네요. 추가로 나박김치나 국물이 한가지만 있으면 더 좋을꺼 같습니다^^,3,1,
3581,교촌치킨-성수역점,교촌살살치킨/1(사이드 메뉴(선택안함)),5,한 20분만에 왔습니당! 엄청 따뜻해서 좋았어요!! 맛있었습니다!,5,5,
3582,현이네벌교꼬막전문점,간장꼬막정식2~3人（양념꼬막250g＋간장비빔밥2人＋반찬5종세트＋된장국2개＋김2개）/1,4,맛있습니다 꼬막이 많네요^^,5,3,
3583,KFC-홍익대점,"블랙라벨폴인치즈박스/1(치킨변경(신갓쏘이블랙라벨교환),사이드변경(비스켓교환),음료변경(콜라)),켄터키업그레이비박스/1(치킨변경(치르르블랙라벨교환),사이드변경(텐더떡볶이교환),음료변경(오렌지쥬스교환))",1,맛있고 다 좋은데    매번 하나씩 빠지네요 신경좀 써주셨으면..,5,1,
3584,CU-낙성대입구점,판매용 봉투/1,5,포장도 깔끔하고 좋았습니다,0,0,
3585,마왕족발-삼성점,"마왕세트（소）/1(메뉴추가(선택안함),메뉴선택(통구이),맛선택(순한맛),사이드 메뉴(볶음밥))",1,역대 최악 매장 기분 나빠서 리뷰 안쓰려다가 작성합니다.  리뷰 이벤트 진행 중 인거 뻔히 작성해 놓고 참여 한다고 적어놨는데 그냥 무시하고 음식 보내지도 않고 같이 시킨 볶음밥은 제대로 비벼 있지도 않았거니와 볶음밥은 7000원인데 밥 양은 무슨ㅋㅋ 웃음이 나오는 2000원 주먹밥도 못한 음식이 왔습니다. 족발은 그냥 무난 했으며 배달 기사님은 친절하시고 시간 맞춰 빨리 오셨습니다. 그 이상 매장에 대한 기본적인 서비스 개념 부터 음식까지는 모두 최악입니다.  그 처참한 볶음밥 사진을 올려놨어야 됬는데 기분 나빠 찍지도 않았네요.,1,1,
3586,롯데리아-구로시장점,"사각새우더블세트/1(디저트 변경(선택 오징어링),드링크 변경(선택 아메리카노)),불고기버거세트/1(디저트 변경(세트 포테이토),드링크 변경(선택 사이다（R）))",1,먹지도못해서평가못함,3,1,
3587,한식도시락전문점덮다,"데리아끼항정살덮밥＋마약계란국 도시락/1,사이다 355mL/1",4,"맛있지만, 양이 살짝 아쉽네요",3,3,
3588,지코바-성수1호점,순살양념（매운맛）/1,5,,0,0,
3589,혼밥人生-방이점,"（인생）JMT 한우곱창 짜박이 1人 /1(맵기 맛 선택(매운맛),추가 선택(당면사리 추가)),（인생）철판 김치삼겹 두루치기 1人/1(맵기 맛 선택(보통맛))",5,두 번째 주문인데 역시 맛있어요,5,3,
3590,OK피자시즌2,"불고기피자/1(사이즈 선택(R),엣지 추가선택(치즈크러스트))",5,먹을때마다 느끼는데 먹고나서 다른 프랜차이즈보다 속이 덜 불편해요 치즈가 맛있는건지 빵이 부드러운건지 치즈크러스트 부분도 짱짱 맛있습니당,5,3,
3591,신정교곱창,"야채곱창/1,알곱창（곱창만）/1",1,누가 이 집이 맛 있다고 했나요? 일단 너무 싱겁습니다.   같이 배달온 초장없이는 못 먹을 정도입니다. 싱거워도 너무 싱겁습니다. 맛은 두번째고 간은 어지간히 맞아야죠.,1,3,
3592,라사천마라탕-역삼점,"마라탕（관악구맛집랭킹1위）/1(기본(소 1인분),고객님을위해.닉네임 요청사항에 적어주세요~(찜＋별5개 남길께요~넓적당면（닉네임 필수）),맛（맵기단계）선택(1단계（매콤한맛／신라면정도）),고기류 추가선택(소고기 （100g）)),마라샹궈（관악구맛집랭킹1위）/1(맛（맵기단계）선택(1단계（매콤한맛／신라면정도）),기본(소 1인분))",5,넘 맛있어요!!  마라탕 자주 먹는데 뜨거운 국물이  플라스틱에 담겨와서 매번 찝찝했는데  튼튼한 다회용기로 오니까 깔끔하고 더 따뜻해서 좋네요.  회사에서 먹었는데 뒷처리도 안해도 되고  환경에도 도움된다니 참 편리하네용  앞으로 매주 시켜먹어야겠어요.,5,5,
3593,교촌치킨-왕십리1호점,교촌허니순살[R]/1,5,맛있는데 양이 작아요 먹어도 배안불러서 아쉽ㅠ,3,3,
3594,탕수육본능by놀부-잠실점,한돈 김치치즈탕수육SET/1(식사 선택(짬뽕)),4,탕수육의 양이 생각보다 적네요 사이드 가있어서 배부르게는 먹었습니다만 소중대 이런식으로 사이즈 고를수있었음 좋을거같아요,3,3,
3595,떡참떡볶이참잘하는집-서초점,"꾸덕로제떡볶이/1(떡 선택(쌀떡),맵기단계(1단계 : 114 （매운가）),추천사이드(롱김말이,순대（순대만있어요）)),야채튀김/2",5,자주 시켜먹게되네요..로제  너무 맛있어요,5,3,
3596,롯데리아-창천점,"새우버거세트/1(디저트 변경(선택 오징어링),드링크 변경(선택 콜라（L）)),아이스티（L）/2",5,여러분들이 아시는 그맛입니다,3,3,
3597,한솥-선유도역점,메가스팸마요/1,5,맛있게 먹었습니다.,5,3,
3598,구구수산,"오징어＋과메기＋아나고＋석화＋방어＋숭어＋광어＋우럭＋연어＋멍게＋개불＋해삼＋낙지＋전복＋가리비（골라잡어2가지메뉴, 요청사항에 입력, 스끼는 없이 회만 제공됩니다） /1",1,싱싱하지 않은 오징어,1,3,
3599,북경반점-남대문점,"탕짜면/1,탕짬면/1",3,"만원짜리치고 양도 굉장히적고, 일회용품 수저 젓가락 신청했음에도 재대로 오지 않았네요ㅡㅡ 가성비 별로..",1,1,
3600,옛날왕갈비,"돼지양념갈비/1(사이즈 선택(1人)),물냉면/1",2,갈비는 맛있는데 양이적고..냉면은 밍밍하고 양이 많네요..ㅠ,3,3,
3601,못말리는치킨파닭다리세개달린,"두마리 치킨 ＋팹시콜라 1.25/1(치킨 선택 1(핫칠리치킨),치킨 선택 2(후라이드))",1,건강한 맛을 원하신다면 여기로  전 건강하게 살지 않으렵니다.,1,3,
3602,홍보석-을지로점,"간짜장/1,짬뽕밥/1,잡채밥/1",4,잘먹었습니다~~ ㅎㅎ 간짜장 굿,5,3,
3603,KFC-당산역점,"불고기박스/1(사이드변경(케이준후라이（L）),음료변경(콜라))",4,맛있었어요. 양도 적당하고,5,3,
3604,피자헛-방배2호점,"로스트 비프 치즈크러스트 L/1(토핑추가선택(치즈토핑추가 무료 （프로모션）),사이드박스 추가(선택하지 않음)),티본스테이크&쉬림프 치즈그라탕L/1(토핑추가선택(치즈토핑추가 무료 （프로모션）),사이드박스 추가(선택하지 않음))",2,아우..너무짜요~~,1,3,
3605,별족발,반반세트（족발＋불족발）/1(사이즈선택(中)),5,역시 존맛탱!! 넘 맛있어요 ㅎㅎ 자주 시켜먹을게요  굿굿,5,3,
3606,큰맘할매순대국-서울시립대점,"（도시락）순대국（특）/1(메뉴선택(고기만),추가사항 1(매운양념장 추가),추가사항 2(청양고추（토핑）))",5,맛있게 잘 먹었습니다,5,3,
3607,이디야커피-신당중앙점,카라멜 마끼아또/5,2,배달이 넘 늦어요~~커피가 따뜻하지안아영 배달이 늦었어 그런가  ㅎㅎ,3,1,
3608,원조정가네닭도리탕,"순살닭도리탕 小/1,콜라 1.25L/1",1,콜라큰거시켯는데 큰거안오고전화안받음,3,1,
3609,우아한육회와연어,국내산 육회 탕탕이/1(사이즈 선택(기본)),3,가게는똑같은데  이름만바꿔놓고. 올라와서 계속. 낚이네요. 정보를 봐야한다는 번거로움이. 낙지는 타코와사비 입니다.,1,3,
3610,한남불닭,"직화 무뼈닭발/1(사이즈 선택(小),맛 선택(기본맛)),콜라 1.25L/1",4,용기 바뀐 것 좋습니다 근데 콜라 1.25 리터 시켰는데 600   두개 옴  언질이라도 주셔야 되는거 아닌가요..,3,1,
3611,샤오바오우육면-봉천점,"가지탕수/1(사이즈 선택(대)),꿔바라우/1(사이즈 선택(대))",5,맛있게 잘 먹었습니다,5,3,
3612,써브웨이-대림삼거리점,"스테이크 & 치즈 15cm 세트/1(빵선택(화이트),치즈선택(아메리칸치즈),빵／미트 토스팅 선택(토스팅),소스선택 *미선택시 추천소스 제공(스윗 어니언,허니머스타드,올리브오일),쿠키 또는 칩(라즈베리 치즈케익),음료선택(코카콜라 （355ml）)),비엘티 30cm 세트/1(빵선택(허니오트),치즈선택(모차렐라치즈),빵／미트 토스팅 선택(토스팅),소스선택 *미선택시 추천소스 제공(머스타드,스윗 어니언,사우스웨스트),쿠키 또는 칩(라즈베리 치즈케익),음료선택(닥터페퍼 （355ml）))",3,"둘다케잌주문했는데 쿠키로오네여. 글구매장서 주문할때랑 배달해먹을때 햄양이 왜케 차이나는거져? 전번에도 선택에케잌했는데 칩으로오더만 이번에도.,음",1,1,
3613,옆집떡볶이-홍대1호점,"2人떡볶이（비엔나＋치즈＋쿨피스＋단무지） /1(메뉴 선택(옆떡（떡 7:3 오뎅）),맛 선택(순한맛),1인분 메뉴 추가선택(떡볶이 1인분 추가))",2,국물이 좀 있었으면 좋았을텐데~~ㅜㅜ,1,3,
3614,화폭마라오리목전문점,마라룽샤꼬리 麻辣龙虾尾  1人/3,1,짜디짠 간에 오래 끓여내 퍽퍽한 가재,1,3,
3615,모쿠816cafe-신림점,"돼지바프라페/1(메뉴 선택(500mL 캔 ICE)),피카소프라페（초코그린티）/1(메뉴 선택(500mL 캔 ICE))",3,음료 용기가 되게 맘에들고 맛도 쏘쏘했습니다^^,3,3,
3616,빅스타피자-서울구로점,"달콤구마 피자（XXXL46cm）/1,사이다 1.25L/1,갈릭디핑소스/4,피클/2",5,너무맛있네요  별5개드림니다,5,3,
3617,김승현스시,"미소초밥 10ps/1,특선초밥 12ps/1,활생선 모듬초밥 10ps/1,수제히레카츠/1",1,배달 완전 늦음 왜 익스프레스지?1시간반 넘게 걸림 주문이 밀려 늦을거면 주문을 받지 마시죠!,3,1,
3618,아웃백-서초점,베이비 백립/1(사이드 추가(부쉬맨브레드（빵추가）)),1,양 실화인가요.. 하프사이즈인줄  4만원에 이건.. 다시안먹을거같아요..,1,3,
3619,고피자-까치산역점,"1인 피자 세트/1(피자 선택(고구마),사이드 선택(새우링),음료 선택(사이다)),청양마요 소스/1",4,혼자 먹기 딱 좋았어요 새우링도 엄청 맛있었고 전체적으로 만족입니다!,5,3,
3620,40년전통유천칡냉면,유천칡물냉면/3,4,생각보다 좀 맛은 밋밋했어요. 양은 다른곳과비슷하고 배달도 빨랐어요,3,5,
3621,옛날치킨&피자-역삼점,세트（후라이드순살＋고르곤졸라or페퍼로니 中 택1＋치킨무＋소금）/1(메뉴 선택(페퍼로니)),3,그냥저냥 무난했어요 근데 피자가 이탈리아식이라 맛있긴했는데 너무 얇았어요 ㅜㅜ,3,3,
3622,상하이몽,"세트3（등심탕수육＋짜장1＋짬뽕1＋군만두）/1(추가 선택(짜장 곱빼기 추가),그릇 선택(친환경 일회용))",3,음.. 짜장에서 고기 잡내가 나서 먹기 힘들었어요.. 이 리뷰를 보시고 개선해 주시면 좋겠네요..,1,3,
3623,왕돈까스왕냉면,"물냉면/1,고구마치즈돈까스/1",1,"돈까스소스 통이 터진 채로 왔습니다.. 정리를 하시다 만 것 같은데 사실상 먹을 수가 없는 상태였네요. 고구마치즈 돈까스 맛있었을 수도 있었을 것 같은데 소스 없이 그냥 먹으려니까 텁텁했어요. 같이 시킨 냉면은 객관적으로 맛이 좀 별로였습니다. 억지로 먹어서 속이 더부룩하네요. 반값할인 쿠폰을 사죄보상으로 받긴 했으나, 누가 제 음식을 돈까스소스로 더럽히는 대신 가격을 절반 깎아준다고 한다면 제가   를 했을지 심히 고민이 되는 순간이었습니다. 다른 손님들께 배달할 때는 이와 같은 일이 없기를 바랍니다. 배달원의 문제가 아닌듯해요",1,1,
3624,백종원의역전우동&덮밥-건대로데오점,"명란크림우동/1(선택(곱빼기)),매콤치킨마요덮밥/1",5,개인적으로 명란은 조금 느끼했던거같아요.. 밥은 진짜 말해뭐해~,1,3,
3625,또아파니니&샐러드,Best 소불고기 샌드위치/1,3,내용물 양이 많아서 배가 불러요,5,3,
3626,코코버블-건대입구점,"버블밀크티/1(사이즈 선택(사이즈업),HOT or ICE 선택(ICE),당도（sugar）선택(50%),얼음 선택(50%)),버블가가 ICE/1(사이즈 선택(기본 L),당도（sugar）선택(50%),얼음 선택(50%))",4,친절하세용~~ 맛도 좋고요 평소 공차 블랙밀크티를 완전 좋아하는데 그 맛만큼 맛있네용     감사합니당~,5,5,
3627,CU-낙성대입구점,"2＋1 신라면블랙사발/1(2＋1(신라면블랙사발),2＋1(신라면블랙사발)),2＋1 마라탕면컵/1(2＋1(마라탕면컵),2＋1(마라탕면컵)),토핑2배참치김볶주먹밥/1,백종원고깃집김밥/1,비닐봉투/1",1,배달시간 55분 걸린다고 했는데 1시간 30분 만에 배달이 왔어요. 시간을 넉넉하게 좀 잡으세요.,3,1,
3628,피자쏭-당산점,"콤비네이션 피자（R）/1(세트 추가 선택(추가 안함)),콘샐러드/1,피클（1개）/1,사이다 500mL/1",5,맛잇어요여기~~,5,3,
3629,지코바치킨-신촌점,"순살양념（보통맛）/1(추가메뉴(떡사리)),무 추가/1",4,처음먹어봤는데 간장닭갈비같았어요  밥비벼먹었어요,3,3,
3630,봉명동내커피-경희대점,"카야햄치즈 토스트/1,초코라떼/1(HOT or ICE 선택(HOT))",5,항상 만족스럽게 잘 먹고 있습니다,5,3,
3631,배스킨라빈스-목동12단지점,"패밀리/1(제품 밀봉 배달 전용 패키지(선택 안함),아이스크림 선택（패밀리）(엄마는 외계인,바람과 함께 사라지다,아몬드봉봉,슈팅스타,뉴욕치즈케이크),대체맛 선택（패밀리）(（대체）엄마는 외계인,（대체）바람과 함께 사라지다),포장 이동시간(1시간),패밀리 스푼 선택(스푼 8개))",3,배달도 느리고 아이스크림이 녹아서 왔음,1,1,
3632,KFC-홍익대점(심야),"블랙라벨폴인치즈박스/1(사이드변경(케이준후라이),음료변경(콜라))",1,감자튀김 차갑고 눅눅하고 콜라 김 다 빠져있고 노맛그자체~!,1,1,
3633,혼술식당in안암점,오돌뼈볶음/1,5,야식으로 시킨곳인데 가격 대비 양이며 맛이며 만족입니다 자주시켜먹을거같네요,5,3,
3634,또아파니니&샐러드,"아보카도에그샌드위치/1,햄치즈샌드위치/1,계란샐러드샌드위치/1,불고기파니니/1,닭가슴살샐러드/1",3,메뉴에 추가적인 설명이 있으면 좋겠어요. 아보카도에그샌드위친데 베이컨이들어있어서 낭패보고 이거 먹는사람이 베이컨을 못먹습니다ㅠ  계란샌드위치는 딸기잼이발려있어서 반도 못먹고 버렸습니다..  딸기잼을 너무싫어해서요ㅠㅠ 이것외에는 괜찮은 편입니다. 재료도 튼실하게 많이 넣어서 씹는 맛도 풍부하고요. 사소한것으로 개선되고 더 좋아질 부분이 많아 기대되는 음식점입니다.,3,1,
