restaurant,menu,review,annotator,food,delvice,label
정다함돈가스-신림점,"치즈돈가스/1,맛보기쫄면/1",쫄면이 좀 딱딱한 거 외에는 돈가스는 정말 맛있어요 이 주변 동네 중에 제일 추천합니다,신곤,3,3,4
떡깨비-사당방배점,"실속깨비 오뎅2인세트（오뎅볶이＋주먹밥＋모듬튀김＋단무지＋음료）/1(메뉴선택(로제떡볶이로 변경),맛선택(중간맛))","오랜만에 주문했는데, 여전히 맛있어요! 로제는 처음 시켰는데 대만족합니다!!",신곤,5,3,7
롤앤스파게티-화곡점,"스페샬돈까스（김밥＋쫄면＋만두＋야채）/1,라볶이/1",라면은  너무불고  내용물이  별로업읍니다,신곤,1,3,1
명성-본점,차돌짬뽕/1,배달 50분 걸린다더니 짬뽕이 1시간30분만에 와서 가게 전화번호달라니 배달오신분이  사장님이라고 번호도 안알려주고 50분 예상시간인데 1시간30분만에 오는게 말이되냐 하니까 최대시간이50 분이다 늦는다구 언제 전화하구있냐 바쁜데 이렇게 말하내참..  안먹구 버려요 맛을떠나서 가게 서비스가 정말 답도없는듯.. 늦어서 미안하다 한마디가 힘든가..,신곤,3,1,3
더맛있는족발보쌈-방이점,"직화불족발/1(사이즈 선택(中),SIDE MENU 추가선택(막국수 추가,주먹밥＋계란찜 추가))",막국수로 주문받고  퍼진 비빔국수로 ㅡㅡ,신곤,3,1,3
청년다방-당산역점,"（중）차돌떡볶이/1(사이즈 선택(중（2~3인）),맛 선택(매운맛),조리 선택(조리),추가 선택(향끗깻잎 추가,메추리알 6개 추가)),통통오징어 1개/2",차돌 떡볶이 매운 맛 강추.  맛있어요~ 맵게 먹고 나면 스트레스도 풀리고 좋네요.,신곤,5,3,7
소풍엄지척닭강정-구로점,엄지척 닭강정 大/1(맛 선택(후라이드)),굿ㅇㅇ..,신곤,5,3,7
네네치킨-한양점,후라이드/1,따뜻하고 바삭해서 맛있게 먹었어요,신곤,5,3,7
만족오향족발-강남직영점,"만족오향족발 （中, 2~3人）/1",맛있게 잘 먹었어요  조금 덜 달면 더 많이 먹을수 있을것같아오ㅡ,신곤,3,3,4
남가네설악추어탕순대국-영등포구청점,"추어탕/1(조리선택(조리),추가선택(공기밥 포함)),얼큰이순대국/1(조리선택(조리),추가선택(공기밥 포함))",금액이올랐네요.. 저렴해서좋았는데. .,신곤,3,3,4
우아한혼술식당,"제육두부김치/1,아구찜/1",아구찜이 맛이 따로 놀아요 ㅠㅠ  실몽..,신곤,1,3,1
지코바치킨-서울신당점,순살양념（보통맛）/1,남친이 사줘서 더 꿀맛이었어요! 매운거 못먹는데도 보통맛이 아예 맵지를 않아서 다음엔 더더 맵게 시켜야겠어요!ㅎㅎ,신곤,5,3,7
미래식부,마라샹궈/1(맛 선택(보통맛（초보자）)),배달 빠르고.. 양 적당하고.. 저렴해서 시켰는데.. 왜이리 짭니까.. 이런말씀드려 참 죄송하지만 진짜 드릅게 짜네요.. 개선 부탁드립니다.,신곤,3,5,5
도시어부-구의점,대광어 모듬회（대광어＋연어＋방어）/1(사이즈 선택(中)),ㅎㅎ진짜 맛있어요 요청사항만 확인 좀 해주심 더 좋을거같아요~,신곤,5,1,6
파스타입니다,NEW（（스테이크））쉬림프로제파스타/1(맛 선택(기본)),주문한지 1시간20분만에 배달오고 기다린 보람도 없이 맛은 그저 그렇습니다.,신곤,3,1,3
자이언트비빔밥-왕십리점,연탄 비빔밥＋얼큰 된장국/1(맛 선택(고추장)),맛있게잘먹었습니다.,신곤,5,3,7
탐나종합어시장-당산역점,"초밥3종（12P）/1,활어회무침/1",탐나체인점 매번가는데 여긴 회무침이 물이흥건하고 고춧가루아니라 초고추장에버무린 느낌 야채도 오이 미나리전혀없고 김치속같은 무생채로만ㅜㅜ 맛도별로..오히려  초밥은 괜찮았네요,신곤,1,3,1
만리장성-양평동점,"쟁반짜장/1,삼선짬뽕/1",주문한지 1시간 10분 됐는데 아직 배달이 안와서 맛을 볼수 없네요.,신곤,3,1,3
탕화쿵푸마라탕-명동점,"마라샹궈 기본/1(맛 선택(매운맛),고수 선택(고수 제외),쑥갓 선택(쑥갓 제외),추가 선택（면류）(넓은당면 추가,분모자 추가),추가 선택（꼬치류）(문어완자 추가),추가 선택（고기류）(소고기 추가)),마라샹궈 기본/1(맛 선택(순한맛),고수 선택(고수 제외),쑥갓 선택(쑥갓 제외),추가 선택（면류）(넓은당면 추가,분모자 추가),추 가선택（버섯류）(목이버섯 추가),추가 선택（꼬치류）(문어완자 추가),추가 선택（고기류）(소고기 추가)),꿔바로우 大/1",양이 심각하게 적었어요. 5명이 먹을꺼라서 이것저것 추가했는데 뭐가 들어간건지도 모르겠고 음식 값만 6만원이 넘었는데 다른 거 시켰으면 풍성히 먹었을꺼 같고 아쉬웠네요,신곤,1,3,1
자이언트비빔밥-왕십리점,"육회비빔밥＋얼큰 된장국/1,우삼겹 비빔밥＋얼큰 된장국/1,연탄 비빔밥＋얼큰 된장국/1(맛 선택(간장)),사이다 500mL/1",주문한지 1시간 40분만에 도착 점심시간 지난 후  음식은 식어서 왔고.. 평점 1점들이 보이는곳은 왜 주문을 하지 말아야하는지 여실히 느낌.,신곤,3,1,3
놀부옛날통닭-선릉점,옛날통닭¸/1,리뷰 처음 쓰게 되네요 80분 소요 된다는 알림 보고도 기다렸는데 예정시간보다도 40분이 더 늦게 왔네요 이렇게 오래 걸릴줄 알았으면 안시켰을텐데.. 그래도 맛있게 먹자 하고 봤는데 차갑게 식어서 왔어요 속상하네요,신곤,3,1,3
롯데리아-신촌로터리점,1인혼닭/2,메시빙의했음 ㅋㅋ,신곤,3,3,4
꽃보다족발-본점,족발＋쟁반막국수＋콜라/1(사이즈 선택(특)),맛있게 잘먹었어요~~,신곤,5,3,7
롯데리아-서대문역점,"DoubleX2세트/1(디저트 변경(선택 콘샐러드),드링크 변경(세트 콜라（R）)),지파이 하바네로（L）/1",배달이 정말 최악입니다 예상시간이 다 되었는데 안오길래 주문이 연락을 해보니 배달이 되었다는겁니다 받은 기억이 없어서 못받았다고 하니깐 문앞에두고 말했다는데 이게 맞는건가요? 연락 한번없이 적어도 문자도 없이 간다는게 어이가 없습니다 배달에 별 하나도 아깝네요 정말 실망했습니다,신곤,3,1,3
공룡도배부른안심탕수육&치킨-봉천점,김치치즈 탕수육/1(사이즈 선택(둘이)),맛이 없는건  아닌데   물에빠진고기맛 이라서 맞진않네요 저번에시킨  깐풍은 맛있었는데,신곤,1,3,1
PB델리-도림점,"함박스테이크파스타 [음료세트]/1(세트 음료선택(아침&후레쉬우유（200ml）),포크선택(선택안함)),아이스 아메리카노/1",냉동인지 알았으면 안시켰을턴데 엄청실망,신곤,1,3,1
명품임실치즈피자-마포점,"슈퍼슈프림 피자 M/1(M사이즈  추가선택(치즈크러스트 추가,씬도우 추가))",맛도 괜찮고 양은 일반적이네요,신곤,3,3,4
짜장면짬뽕맛있는집,"볶음밥/1,제육덮밥/1",제육덥밥 맛이없네요,신곤,1,3,1
오니기리와이규동-성수점,"규동/1(사이즈 선택(Medium),계란 추가(계란 추가))",진짜 그냥 생강밥먹은느낌 너무 싱거워요..,신곤,1,3,1
KFC-청계천점,핫크리스피 버켓세트/1,배달 너무 잘해주셨어요,신곤,3,5,5
선굼터-답십리점,모둠회/1,밑반찬이 너무 적어요 와사비는 있어야하는거 아닌가요?,신곤,1,3,1
치킨선생-목동점,뼈 크리스피치킨（후라이드）/1,문앞에놓아주고 가갈라고햇는데 새벽 1시에 벨눌러서 집안사람들다깨우고 가셨네요  치킨은좋아요,신곤,5,1,6
아방궁-강남역점,"짬뽕/1,탕수육/1(사이즈 선택(小))",좋습니다~~,신곤,5,3,7
해원수산,"해삼/1,산낙지/1",해삼이 아주 싱싱해요,신곤,5,3,7
돈까스광장,광장돈까스＋냉모밀소/1,돈까스나 모밀 다 맛있어요. 포장상테도 좋습니다.,신곤,5,5,8
빈썸,"상큼게살샌드위치/1,아보가도불고기베이글샌드위치/1,베이컨에그샌드위치 1／ 2/1,야채과일샐러드 1인분/1(맛선택(발사믹 드레싱)),수제생자몽에이드/1,딸기＋바나나 주스/1",리뷰평이 좋아  믿고 시켰는데.. 기대가  너무 컸나봅니다. 제 입맛엔  별로네요..,신곤,1,3,1
떡뽀이-안암점,"A SET（떡볶이＋튀김＋참치주먹밥＋콘소시지）/1,왕오뎅/1,콜라/1","콜라가 안와서 연락드렸는데 매장연락이 안되고 요기요 고객센터 연락하니 매장이랑 연락해보고 다시 알려준다고 하시더니 콜라 재배달이 안된다고 환불처리 해주신다 그러더라구요. 하루이상이 지난 지금도 환불처리가 안된거같네요. 배달비도 쌋으면 이해를 하는데 3500원이고 배달비도 많이 받는데 매장실수로 인해 콜라 재배달이 안되는점, 아직도 환불처리 안되는 점. 매장 연락은 4번을 해도 안받는데 고객센터는 매장과 3분만에 연락하고 전화주셧더라구요.이해가 안가는 부분이 많네여. 맛은 ㄱㅊ아요",신곤,3,1,3
마스터피킨,"라. 하프앤하프 m＋치킨/1(하프앤하프 메뉴 선택(포테이토,콰트로바베큐),도우 선택(흑미도우),치킨추가선택(순살치킨변경),치킨양념변경(간장))",잘먹었어요,신곤,5,3,7
족발예찬-현대레지던스점,"맛집랭킹1위（중구,종로구）:반반족발（오리지널＋직화불족）/1(사이즈 선택(중（커플 ＋ 친구 1）)),사이다 뚱캔/1,카스 /4",배달도 빠르고 좋았어요 족발 오랜만에 맛있게 먹었네용 양이 많아서 둘이 먹다가 거의 남겼어요ㅠㅠ 막국수는 좀 불어서왔지만 괜찮게 먹었습니다,신곤,5,5,8
이삭토스트-양천구청점,"햄스페셜 토스트/3,베이컨포테이토 피자/1",너무달아요 그것빼곤 좋아요,신곤,1,3,1
족발.자국,"1인족발＋아이스아메리카노1잔/1,공기밥/2",밥이 조금 설익은거 같아요 ㅜㅜ,신곤,1,3,1
연화산-방배점,"차돌박이짬뽕/1,알뜰세트1（탕수육＋짜장1）/1(곱빼기 추가(곱빼기 추가))",차돌박이짬뽕 맛있어요! 짜장면은 보통 일반적인 맛이구요 탕수육도 깔끔하니 괜찮았어요!,신곤,5,3,7
써브웨이-왕십리역점,"비엘티 15cm 단품/1(빵선택(화이트),치즈선택(아메리칸치즈),빵／미트 토스팅 선택(토스팅 안함),소스선택 *미선택시 추천소스 제공(추천 소스)),스테이크 & 치즈 15cm 단품/1(빵선택(화이트),치즈선택(아메리칸치즈),빵／미트 토스팅 선택(토스팅))",스테이크 치즈. 비엘티 주문했는데. 맛이 별로에요.,신곤,1,3,1
옐로우피자-사당방배점,"클래식 스파게티세트 A（클래식피자M＋토마토스파게티＋콜라 500mL）/1(피자 선택(하와이안),크러스트 추가 선택(변경 안함),토핑 추가 선택(옥수수 추가,블랙올리브 추가),스파게티 추가 선택(변경 안함),음료 추가 선택(변경 안함))",저는 매주 여기서만 시켜먹어요ㅎㅎ 정말 친절하시고 배달도 항상 빨리주시고 피자도 안느끼하고 맛있어요.쵝오,신곤,5,5,8
싸움의고수-동양미래대학점,1人 보쌈  /1(사이즈 선택(기본 M)),일단맛은 나쁘지안았어요.. 근데 절임배추는 너무 짜서못먹구버렸어요 양은 그리많은편은아닙니다 양이작으신분과 소식하시는분만 주문하시는게 좋을것같아요 배달은 제가 문앞에두고 문자부탁드렸는데 언제놓고가셨는지 그냥두고가셨더라구요 저는 그냥그랬습니다,신곤,1,1,0
돈까스퐁당떡볶이공수간-서초점,"진짜치즈떡볶이/1(떡볶이맛선택(기본맛)),꼬마김말이（5）/1,토핑밥_참치마요밥/1","맛이 없는것은 아닌데, 주문 누락이 너무 많네요. 지난번에는 치즈떡볶이인데 치즈가 빠져온적도 있었고 리뷰 서비스 누락은 이번이 두번째인가 세번째인가.. 그냥 아예 서비스 항목이 아니었으면 별도 주문이라도 했을텐데, 서비스 음료가 안와서 결국 다시 옷 챙겨입고 사러 나갔습니다. 의도적으로 이런건 아닐거라 생각해서 지금까지 굳이 클레임하진 않았는데 세번에 한번 꼴이면 좀 과하지 않나 샆네요.",신곤,3,1,3
BHC-합정역점,후라이드/1,우와 너무 기름져요,신곤,1,3,1
백종원의롤링파스타-건대지점,"로제크림 쉬림프 파스타（면170g）/1,[매콤해요] 알리오 올리오（면170g）/1",진짜 저번에도 실수 하시더니 이번엔 배달이 문제네요.. 실시간으로 볼 수 있어서  화가 더 났습니다 배달도 10분 이상 늦고 면은 당연하게 다 서로 붙어서 답도 없고 식어서 다 뚝뚝 끊기네요 아주 잘 먹었습니다?,신곤,3,1,3
신화불닭(관악구),"무뼈닭발/1(사이즈 선택(小),매운맛 조절(0단계 （순한맛）（매운거 못드시는 분들은 매워요~）))",무뼈 닭발 너무 맛있네요ㅎㅎ,신곤,5,3,7
북경반점-남대문점,탕수육＋짜장＋짬뽕/1(곱빼기 추가 선택(곱빼기 추가)),"1. 면이 덜익어서옴 설명보면 찹쌀가루다 뭐다 하는데 걍 밀가루맛나는 덜익은면임 2. 이미지랑 다르게 짜장,탕수육은 1그릇에옴 곱배기 주문 전화해보니 곱빼기양이고 오히려 더 많이줬다고함ㅋㅋ 그릇때문에 그런가 이게 곱빼기양인지 과연ㅋㅋ 3. 이전 리뷰보니까 8월 3일에 나와같은이유로 컴플레인 건사람이 있던데 고대로 똑같이하는거보니 개선할생각이없어보임 별5개 리뷰는 답글 잘달아주시고 별1개 리뷰는 대충달고 꼬우면 딴데 시키셈ㅋㅋ 이런 마인드 4. 홍합껍질은 4개있는데 알맹이는 아무리뒤져봐도 1개나옴  결론  돈아까우면시키지마셈",신곤,1,3,1
빠삭이닭강정-신당본점,"순살닭강정 특中（1가지맛／음료, 무 미포함）/1(맛 선택(순한맛 소스 버무림))","빠삭하고 달달한 닭강정 맛있게 잘 먹었습니다! 순한맛 시켰는데, 달달하고 바삭한 닭강정에 은은하고 약한 매콤한 느낌이 들어 물리지 않고 맛있게 먹었어요!",신곤,5,3,7
스시나인,"모듬초밥 10p/1,연어초밥 12p/1",신선하고 너무너무 맛있어요^ 먹어본 스시중 최고입니다. 초밥은 스시나인에서만 먹어야겠어요^^,신곤,5,3,7
슬로피키친감바스&파스타,로제 소스 감바스/1(맛 선택(기본)),맛있네요. 대신 가격은 좀 있어요. 감바스 혼자 먹기에는 좀 부족하다고 여겨질수 있겠네요,신곤,3,3,4
몽s피자-목동점,"우리둘이 반반 （오리지널）/1(피자 선택(연탄불고기,고구마)),갈릭디핑소스/1",가격대비 맛있었습니다. 다음엔 치즈추가해서 먹어보려구용,신곤,5,3,7
화포식당-홍대합정점,명품 숙성 오겹살 1인분（180g）/1,익스프레스배달인데 배달도늦고 양정말 너무작아요,신곤,1,1,0
배스킨라빈스-영등포구청점,"쿼터/1(제품 밀봉 배달 전용 패키지(선택 안함),다회용 보냉백(선택안함),스푼 선택(스푼 3개),아이스크림 선택（쿼터）(초콜릿,31-요거트,아몬드 봉봉,자모카 아몬드 훠지),대체맛 선택（쿼터）(（대체）엄마는 외계인,（대체）사랑에 빠진 딸기))",이지점이 유독 양이 좀 적은거같아요 ㅠㅜ,신곤,1,3,1
신선설농탕-목동점,"떡국설농탕/1,떡만두설농탕/2",어이가 없어서.. 완성된게 아니구 재료만 왔네요.. 양도 적구.. 비추입니다,신곤,1,3,1
파리바게뜨-문래역점,"통밀햄에그 샌드위치/1,뜯어먹는롤치즈식빵（half）/1",친절하게 잘 해주세요,신곤,3,5,5
경성냉면&직화불고기,"1인 경성 육쌈세트/1(직화 불고기 맛 선택(직화 간장불고기),냉면 종류 선택(비빔냉면),겨자 식초 선택(겨자식초 필요 O))",보통 냉면 시키면 면이 좀 설익는 경우가 있는데 진짜 딱 알맞게 익혀 와가지구 맛있게 먹었습니다,신곤,5,3,7
혼자커피,"카야토스트/1(카야토스트 선택(카야 in버터)),플레인크로플/1(시나몬 선택(시나몬 O)),플레인크로플/1(시나몬 선택(시나몬 O),추가 선택(휘핑크림 추가))",카야 토스트 처음 먹어봤는데 너어무 맛있어요!! 크로플도 바삭하고 배달도 빨리와서 따뜻하게 잘 먹었습니다! 다음엔 음료도 꼭 시켜먹을게요^^,신곤,5,5,8
빙빙,밀크빙수/1,밤늦게 갑자기 빙수가 먹고싶어서 1130분에 시켰는데 배달이 돼서 너무 좋았어요!!  처음엔 위에 있는 고명 팥만 있는 줄 알고 당황했는데 아래에 더 있더라구요. 잘 섞일 수 있도록 사려깊은 구조의 팥빙수였던거죠!!  정말 맛있게 잘 먹었어요~^^   또 빙수가 먹고싶을때 주문할께요,신곤,5,5,8
백순대본가새맛-까치산직영점,직화 불맛 알곱창 볶음（야채곱창볶음）/1(사이즈 선택(2인)),곱창이 조금크고 질긴게 아쉽네요 양념이랑 맛은 최고!,신곤,3,3,4
장수왕족발보쌈-서초강남점,족발 中/1(음료 선택(콜라 500mL)),첫 한 점은 비렸는데 새우젓에 절여 먹었어요 혹시나 하고.. 비리지 않기 위한 처절한 몸부림.. 김치 맛낫꼬 국수는 너무 짰어요 고기는 부드러웠고 상추 마늘 두 개 줘요 굿 전은 안먹고 버림..,신곤,1,3,1
유향소,"짜장/2(곱빼기 추가(곱빼기 추가)),찹쌀탕수육大/1",탕수육은 맛있었지만 짜짱면은 짜장떡이 되어 왔더라구요  맛도 달고 .. 예전엔 안이랬눈데.. 시간도 거의 70분 넘게 지나 왔지요  ㅠㅠ 애들 배고파 라는 말을 엄청 외친듯,신곤,3,1,3
굽네치킨&피자-종로4가점,"고추바사삭,（한마리）/1",치킨이 다식어서 왔습니다.,신곤,3,1,3
셀라베이커리3호점,"모카번/1,완두 팥 맘모스/1,마늘스틱（배달료0원 오픈 이벤）/1",그냥그래요.. 또 시켜먹지는 않을거같아요 ㅜ,신곤,1,3,1
파스타스타-강남본점,（추천1위）스테이크 파스타/1(메뉴 선택(크림소스)),그냥그래요ㅡㅡ,신곤,3,3,4
초밥에미친남자-영등포점,"오늘의 추천 모듬초밥 [20p]/1(메뉴 선택(추천 모듬초밥)),활어회덮밥（모듬）/1",초밥 생각나서 시켰는데 맛있어용 잘 먹었어요~~ 저번에 회덮밥 맛있게 먹었어서 안 시키기 아쉬워서 같이 시켰는데 역시 맛나네용~~,신곤,5,3,7
계경순대국-성수역점,"계경순대국/3((보통),(순대만))",수제 순대 아닌 공장순대.. 순대만 들어간 순대국은 처음이네요.,신곤,1,3,1
동해마라탕&양꼬치&요리,"양고기마라샹궈/1(맛 선택(맵고 얼얼한 맛),소스 추가선택(땅콩소스（즈마쟝）)),중국식짜장면/1",샹궈 양도많고 맛도있는데 먹는도중 적갈색의 파마끼있는 머리카락이 엉겨있어서..ㅠ 끄집어내니 쭉하고 길게딸려나오는데 시력이 너무좋은지 모근까지 봐버리니 입맛이 뚝..다버리고 결국 짜장면만 먹었는데 짜장면은 정말 추천할정도로 맛있었어요. 위생관리에 더 힘써주시길 바라는마음에 별다섯개는 못드리지만 네개드립니다.,신곤,3,1,3
가가족,가가보쌈3인大（600g）＋무김치/1,세팩으로 나눠서 온게 정말 좋았어요 맛있었습니다,신곤,5,3,7
국제해물떡볶이와불닭발,"C세트（국제떡볶이＋떡＋오뎅＋눈꽃치즈＋비엔나＋계란4＋튀김만두4＋주먹밥10＋쿨피스 1000mL）/1(떡볶이 선택(떡볶이),매운맛(순한맛))",주문한지 1시간반만에 왔는데배달예정시간 보단 30분이상 늦음 떡볶이가 시간이 오래되면 뿔어서 맛도없는데~~ 배달시간 지나서도 전화해도 출발도 안한상태고 바로 확인해달라고 해도 전화도 안주시고~~ 음식은 나왔는데 배달하시는분이 안왔다고 해서 취소안하고 그냥 먹긴했는데~~ 기분 안좋은 식사였네요~,신곤,3,1,3
응급실국물떡볶이&닭볶음탕-성수2가점,"응급실 국물떡볶이/1(매운맛 선택(중상맛（땡기는 매운맛）)),순대/1",역시 맛있습니다. 매운맛을 중화시킬 순대까지 궁합최고!,신곤,5,3,7
장터족발보쌈,족발/1(사이즈 선택(小（콜라 500mL 제공）)),잘 먹었습니다~~^^,신곤,5,3,7
명품임실치즈피자-신촌점,슈퍼슈프림 피자 M/1,치즈가 푸짐합니다. 맛은 살짝 밍밍한 편,신곤,3,3,4
리밍,삼선짬뽕/1,최악의 짜장이네요 해물 쟁반짜장인데 오래된 소스를 써서인지 너무 너무 짜고 짜장국인지 뭔지  이런글 안올리는 사람인데 너무하네요 자주시켜먹는 단골 일수록 이래서는 안되는거라 생각합니다,신곤,1,3,1
파리바게뜨-문래역점,"옛날버터크림빵/3,아이스 아메리카노/2,아이스 카라멜마끼아또/1",기분좋고 맛나게 잘 먹었습니다,신곤,5,3,7
이화수육개장-정동점,"전통 육개장/2,맑은 육개장/1",맛이별로 없었고 당면이 씨큼한냄세가났어요,신곤,1,3,1
모모야-광화문점,카츠동/1,조합 좋은거같습니다~,신곤,5,3,7
굽네치킨&피자-신도림점,굽네 오리지널/1,요기요 이벤트시 주문 처리가 어려움,신곤,3,1,3
호식이두마리치킨-신림점,"플라윙세트（윙＋봉＋콜라）/1(플라윙 소스선택(후라이),기본음료선택(콜라 기본))",리뷰보고 주문했는데 기본이 후라이 ㅋㅋ,신곤,3,3,4
용구비어-신림역점,"쥐포튀김/1,감자스틱/1,어묵깡/1",다 좋은데..  배달은 최악이에요..  대행업체좀 바꾸시던지 배달시간을늘리시던지 매번 시간 못지키니 답답하네요. 대행이 시간맞춰해줘야 장사가됩니다.. 매번 늦으면 먹고싶어도 꺼려요,신곤,5,1,6
당산김밥떡볶이-당산점,"떡만두국/1,모듬튀김/1,매콤오징어튀김 3p/2",맛있게 잘 먹었습니다 서비스로 주신 떡볶이 맛있네요,신곤,5,5,8
KFC-홍익대점(심야),"커넬고스트헌터버거/1,징거버거/1,치킨불고기버거/1,코울슬로/1",치킨이 들튀겨져서 닭냄세 많이 나구요. 통으로 버렸습니다.  알바생들이 대충 튀겨서 만들었네요.  알바생 교육 다시 시켜야 겠어요 사장님!!,신곤,1,3,1
푸라닭-신천점,"블랙 윙콤보/1(사이드메뉴(레귤러컷,빅치즈스틱2개,기름떡볶이 （달콤）))",배달이 조금 더 빨랐으면 좋겠습니다.,신곤,3,1,3
모모타코야끼&캔카페-용답본점,"1人 세트（두가지맛 선택 14알＋음료）/1(맛 선택(와사비마요,매운나쵸치즈),음료 선택(ICE 캔 아메리카노))",괜찮았습니다ㅎㅎ,신곤,3,3,4
구의반점,A셋트（탕수육＋짜장1）/1,탕수육소스 특이하네요 고기에서잡내도심하고,신곤,1,3,1
홍대닭갈비2,닭갈비볶음밥＋닭갈비우동세트/1(순한맛／매운맛(순한맛)),양이 많이서 좋았습니다!!,신곤,5,3,7
놀부부대찌개-합정자이점,놀부부대세트 2인/1,비 조리인 줄 몰랐습니다 양이나 맛은 매우 만족스럽습니다,신곤,5,3,7
할리스-잠실광고회관점,"머쉬룸수프볼/2(토핑추가(딸기잼 추가)),베이컨 에그데니쉬/1",좀 식어서 도착하긴했으나 맛있게 잘 먹었습니다 ^^ 담에도 맛나게 잘 부탁드려요~,신곤,5,1,6
미테이블&PASTA,"블랙 앵거스/1,로제 파스타/1(추가선택(새우토핑（4마리）추가))",믿고시키는 곳이었는데.. 저번에 스테이크시켰을때 알맞게잘구워주셔서 시켰는데 오늘은 거의 날것이 왔어요 후라이팬에 기름두르고 더 구워먹을수밖에 없었습니다 그리고..오늘 파스타에추가한 새우도 뭐가문제인지모르겠지만 좀..음.. 너무 바쁠때 시켜서 그런걸까요 ㅠ 초코파이는 감사합니다,신곤,1,3,1
미소야-구의쉐르빌점,크랩알밥/2,치즈돈가츠 알밥 자주먹는데 맛있어요,신곤,5,3,7
피제이피자-사당방배점,"일타쌍피（반반피자）/1(사이즈 선택(M),피자 선택(행복하새우 피자,베이컨체다치즈 피자))",괜찮습니다..,신곤,3,3,4
탕수육본능by놀부-서초점,한돈 김치 피자 탕수육/1(사이즈 선택(중)),음식두고 그냥 가셔서 다 식었습니다ㅜㅜ 튀김옷이 두껍다길래 얇게 부탁했으나 고기가 거의 없습니다ㅜㅜ 너무 아쉽네요,신곤,1,1,0
황토감자탕-강남점,왕갈비탕/1,아니 일회용 수저 포크 달라고 썼는데 안주시면 어떻게 먹으라는거죠?,신곤,3,1,3
대한닭발1979-신설동역점,국물 닭발셋트（국물닭발＋계란찜＋주먹밥）/1(국물닭발 맛 선택(아주매운맛)),안녕하세요 맛잇게먹엇습니드 감사합니다 다음번에는 최상위 매운맛으로 부탁드려요~~,신곤,5,3,7
굽네치킨&피자-신정2동점,"고추바사삭,（한마리）/1","배달도 도착 예정시간 10분 지나서 왔고.. 사진상 표현이 잘 안되긴 하는데, 튀김도 뭉쳐있고 아예 튀김옷이 안발러져있는부분도 있네요.. 이름이 고추 바사삭인데 눅눅해서 전혀 바삭하지 않습니다.. 그리고 치킨무도 유통기한 일주일 남은거 보내셔서 그런지 삭은 맛입니다.",신곤,1,1,0
복남이네치킨떡볶이&닭발튀김-석촌호수점,숯불닭발튀김/1,소스가많이부족하네유 ㅠㅠ,신곤,1,3,1
야만족족발보쌈,"족발/1(사이즈 선택(小),추가 선택(공기밥 1개 추가,마약계란찜),소스 추가 선택(불족발용마요네즈소스 추가))",양이 많고 좋았는데 막국수가 쉬어서 왔네요 ㅜ,신곤,5,1,6
금강산족발보쌈,배추보쌈 小/1,막국수는 진짜 심히 짜고 쓴맛이 강해요.. 간약한분 간쎈분 다 못먹을정도였고 고기는 너무 퍽퍽해서 별로에요ㅜㅜ 아쉬운점이 많은곳.. 먹은분들도 다 안시킬래요..,신곤,1,3,1
홍대화신매운갈비찜,"쫄돼지갈비찜/1(사이즈 선택(小),맛 선택(1단계（약간 매운맛,신라면과 비슷）)),공기밥/2,치즈사리/1",모두다 맛잇으나.. 머리카락만빼면 좋네요..,신곤,0,0,9
쭈니돈까스영이도시락,"스팸구이도시락/1,사이다/1",참 맛싯게 먹었습니다,신곤,5,3,7
피스인더커피,"카페라떼（디카페인 선택 가능）/1(HOT or ICE 선택(HOT),맛 선택(고소함（A type）),추가 선택 가능(샷추가)),생크림 스콘/1",따뜻한라떼시켰는데 아이스아메리카노로 변경되서 옴 난 변경해달라고 말한적도 없는데,신곤,3,1,3
지코바치킨-봉천3호점,"순살양념（보통맛）/1,공기밥 추가/2",흑.. 마요네즈를 안주셨어요 .. ㅜ.ㅜ 맛은 있어서 맛나게 먹었습니다,신곤,5,1,6
페리카나-목동3점,양념치킨/1(순살로 변경(순살로 변경)),맛있게 잘 먹었습니다,신곤,5,3,7
육갈탕-신림점,"특대왕 갈비탕 1人/1,얇은피 왕만두/1",밥은 안오나요 원래? 탕만 덩그러니왔네요..  짜증대폭발이네요 밥 따로 주문ㅇ사라하덩가,신곤,3,1,3
파닭파닭(당산동1가),두마리세트1（순살후라이드파닭＋순살양념파닭＋콜라1.25L）/1(추가 선택(떡 추가)),"맛있게 잘먹었습니다. 근데 생각보다 기름도 많이먹어있고,눅눅하고 식어있어서 아쉬웠어요.",신곤,5,1,6
전설의짬뽕-성수점,"잡채밥/1(곱빼기 추가 선택(보통)),세트2（탕수육＋짜장면1＋짬뽕1）/1",탕슉빼고 다별로 내요,신곤,1,3,1
버거킹-사당역점,"치즈렐라팩1/1(음료변경(코카-콜라 제로R),음료변경2(코카-콜라R（변경 없음 ）)),치즈렐라팩2/1(음료변경(코카-콜라R（변경 없음 ）),음료변경2(코카-콜라R（변경 없음 ）))",콜라 한개 안옴 난 근대 맛있게 먹음,신곤,5,1,6
BBQ-역삼스타점,황금올리브치킨/1,와 bbq먹으면서 이렇게 느끼한 치킨 먹은적 처음이에요 그냥 치킨 잡자마자 기름이 뚝뚝흘르고 베어물면 기름먹고있나 싶을정도 였어요,신곤,1,3,1
