restaurant_name,user_id,menu,review_create_time,min_cost,subway,address,category_name,review_context,preprocessed_review_context,total_star,taste_star,quantity_star,delivery_star,image_url,insert_time,keyword
크리스피크림도넛-메세나폴리스점,do**님,"오리지널 더즌/1,오리지널 글레이즈드/1",2020-04-12 00:00:00,"15,000원",2호선 합정역,서울 마포구 서교동 490 메세나폴리스 B1층,"프랜차이즈, 카페/디저트",잘 먹었습니다 감사합니다 커피랑 궁합이 좋네요,잘 먹었습니다 감사합니다 커피랑 궁합이 좋네요,5,5,5,5,https://rev-static.yogiyo.co.kr/235aa8a5f717a6190c65e56659e50c92.jpg,2021-12-08 15:54:02,커피 잘 어울린다 그거 좋
인생커피,u_**님,"추천~!! 아이스아메리카노/1,NEW 인생크로플/1,NEW 제주 천혜향에이드/1(ICE 선택(ICE))",2020-12-27 00:00:00,"3,000원",2호선 신대방역,서울 관악구 신림동 503-9 1층,"1인분 주문, 야식, 카페/디저트",언제나 맛있습니다 ^^* 따끈하고 촉촉한 크로플 최고!,언제나 맛있습니다 ^^  따끈하고 촉촉한 크로플 최고!,5,5,5,5,https://rev-static.yogiyo.co.kr/d2858de723d22837a96c00af0ca4030e.jpg,2021-12-08 21:33:57,뜨겁 고 촉촉 한 크로스 그거 대단 해
카페유니마카롱&밀크티전문점,zz**님,"더블베리 생딸기우유/1,오레오/1,그린티다크니스/1,초코초코/1,얼그레이 가나슈/1",2021-04-16 00:00:00,"10,000원",2호선 신촌역,서울 마포구 상수동 88-20 1층,카페/디저트,딸기우유 너무 시원하고 맛있어요!!! 늦은 시간에 감사합니다~,딸기우유 너무 시원하고 맛있어요!! 늦은 시간에 감사합니다~,5,5,5,5,https://rev-static.yogiyo.co.kr/f1dd485f20f79958f9a13ac9f2332e57.jpg,2021-12-09 01:35:27,딸기 우유 너무 시원 하 고 맛있
중화요리해원,mi**님,"삼선짬뽕/1,고추짬뽕/1,탕볶밥/1,짬짜면/1",2019-08-09 00:00:00,"6,000원",2호선 잠실새내역,서울 송파구 잠실동 27-6 잠실주공아파트 중앙상가 지하4호,중국집,볶음밥 양 때문에 좀 놀랐어요... 고추짬뽕은 맛있어요,볶음밥 양 때문에 좀 놀랐어요.. 고추짬뽕은 맛있어요,4,4,2,4,-1,2021-12-16 12:00:31,나 양 들 조금 놀랐 고추 맛있 네 선생 님
황소고집소곱창구이,kw**님,막&대&염 650g（막창250g＋대창200g＋염통 200g＋볶음밥or셀프주먹밥 中 택1＋3반찬＋마늘＋청양고추＋기름장＋특제간장소스）/1(서비스 선택(볶음밥)),2020-03-23 00:00:00,"16,000원",2호선 까치산역,서울 양천구 신월동 235-8 1층,"한식, 야식","곱창은 정말 맛있네요 
양은 적은거 같습니다",곱창은 정말 맛있네요  양은 적은거 같습니다,5,5,2,5,-1,2021-12-16 06:30:18,금액 적 것 같 네 선생 님
피자나라치킨공주-관악구청점,sk**님,"더블포테이토피치세트 M/1(치킨메뉴 선택(후라이드치킨),추가 선택(콜라1.25L（변경）))",2021-06-27 00:00:00,"16,900원",2호선 서울대입구역,서울특별시 관악구 봉천동 892-2 1층,"치킨, 피자/양식",서비스로 주신 토핑이 일반토핑급으로 많아서 너무 좋다...,서비스로 주신 토핑이 일반토핑급으로 많아서 너무 좋다..,5,5,5,5,https://rev-static.yogiyo.co.kr/75aec46bb57c9e6ea0d0d2760075eb4e.jpg https://rev-static.yogiyo.co.kr/303bf8f17a713d77158da5217d4f273d.jpg https://rev-static.yogiyo.co.kr/bbe8025bde5da38de9ab5fc1cc225018.jpg,2021-12-09 00:41:34,평범 한 토핑 수업 많 아서 좋 아 한다
이디야커피-신도림테크노마트점,dk**님,"ICED 연유카페 라떼/1,카페 라떼/1,Extra ICED 카페 라떼/1(추가선택(（시럽）바닐라 추가)),ICED 카라멜 마끼아또/1,ICED 초콜릿/1(휘핑크림(휘핑크림（O）)),밥대신라이스/1",2020-09-08 00:00:00,"8,000원",2호선 신도림역,서울 구로구 구로동 3-25 신도림테크노마트 1층 008호,"프랜차이즈, 카페/디저트","요즘 코로나로 카페도 눈치보고 ㅜㅜ 못가고 해서 시켜먹는데 완젼 친절하시구 배송도 빠르구 !!
신도림테크노마트점 이디야 짱이에요 💗💗💗💗
특히 사장님😀💛 항상 청결하게 관리하시려는게 느껴져서 완젼 신뢰 무한신뢰 ㅎㅎ 여기서 계속 시킬꺼에요!!!ㅎㅎㅎ  배송으로 시켜 먹으니 편하고 좋네요 ㅋㅋㅋㅋ 번창하세욤!!!",요즘 코로나로 카페도 눈치보고 ㅜㅜ 못가고 해서 시켜먹는데 완젼 친절하시구 배송도 빠르구 !! 신도림테크노마트점 이디야 짱이에요      특히 사장님   항상 청결하게 관리하시려는게 느껴져서 완젼 신뢰 무한신뢰 ㅎㅎ 여기서 계속 시킬꺼에요!!ㅎㅎ  배송으로 시켜 먹으니 편하고 좋네요 ㅋㅋ 번창하세욤!!,5,5,5,5,https://rev-static.yogiyo.co.kr/2658ee9feea40fe524b9cb80a2e60b5e.jpg,2021-12-08 15:58:24,나 극도 신뢰 지킬 것 이 즐거운 시간 보내
교촌치킨-대치2호점,wa**님,교촌허니콤보/1(사이드 메뉴(교촌순살[S]（간장）)),2021-07-24 00:00:00,"16,000원",2호선 삼성역,서울특별시 강남구 대치동 989-4 989-4 1층,치킨,맛이야 원래 좋기로 유명하니 자주 이용하고 있는데 배달은 좀 늦어요 .,맛이야 원래 좋기로 유명하니 자주 이용하고 있는데 배달은 좀 늦어요 .,4,5,4,3,-1,2021-12-09 00:18:59,원래 좋 것 유명 하 때문 자주 사용 경우 많 다
피자메카-마포점,ir**님,"핫딜클래식 1＋1 피자（L set）/1(피자 선택 1(콘치즈피자),도우 선택 1(흑미 도우),피자 선택 2(수퍼콤비네이션피자),도우 선택 2(흑미 도우))",2021-01-12 00:00:00,"14,000원",2호선 합정역,서울 마포구 상수동 310-25 지층 1호,치킨,"배달도 빠르고 맛있네요
다음에도 또 시켜먹을게요",배달도 빠르고 맛있네요 다음에도 또 시켜먹을게요,5,5,5,5,https://rev-static.yogiyo.co.kr/c55571626c9f8038fb01923bc7bf42f9.jpg,2021-12-08 15:57:08,배달
스쿨푸드-서초점,fo**님,"모짜렐라 스팸계란마리/1,듬뿍야채 쫄쫄면/1",2021-07-01 00:00:00,"12,000원",2호선 교대역,서울 서초구 서초동 1666-9,분식,늘 시켜먹을때마다 생각하는건데  맛은 괜찮은데 가격이 비싸단 느낌.,늘 시켜먹을때마다 생각하는건데  맛은 괜찮은데 가격이 비싸단 느낌.,4,5,3,5,-1,2021-12-08 20:44:29,좋 지만 비싸 다
원래는치킨집을할려고했었다-관악점,eu**님,"고기떡볶이/1(맛 선택(적당히 매운맛),떡 메뉴 선택(어묵 많이（떡  250g＋모듬어묵 250g）),수저 선택(수저O),친구메뉴 추가 선택(모듬튀김 5p 추가),단품메뉴 추가 선택(순살치킨 450g 추가))",2021-10-16 00:00:00,"16,000원",2호선 서울대입구역,서울특별시 관악구 봉천동 1539-3 101-2호,분식,"오랜만에 시켜먹었는데도 맛있네요.ㅎㅎ.
항상 대박나세요",오랜만에 시켜먹었는데도 맛있네요.ㅎㅎ. 항상 대박나세요,5,5,5,5,https://rev-static.yogiyo.co.kr/e57527b6cabfb0b763efe7c34975b0c0.jpg https://rev-static.yogiyo.co.kr/235346196679395d26fe0093697d5418.jpg https://rev-static.yogiyo.co.kr/475d220b32d5dde53b788d6598daf28c.jpg,2021-12-09 00:49:43,확인 된 코로나 수 하루 만 개 증가 했
롯데리아-신촌로터리점,ba**님,"블랙오징어버거세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택 오렌지（PET-400ml）)),치즈스틱/1,지파이 고소한맛（S）/1,치킨너겟/1,쉑쉑치킨/1(시즈닝 선택(시즈닝_치즈맛)),화이어윙4조각（태）/1",2021-10-31 00:00:00,"9,000원",2호선 신촌역,서울 마포구 노고산동 57-26,"1인분 주문, 프랜차이즈, 치킨",오징어버거는 너무 매웠고.. 팝콘치킨같은 그건 그냥 맛이 없고 닭은 눅눅했어요. 신기하게 감튀는 아주 바삭하고 맛있더라구요. 치즈스틱과 지파이는 올웨이즈 베스트,오징어버거는 너무 매웠고.. 팝콘치킨같은 그건 그냥 맛이 없고 닭은 눅눅했어요. 신기하게 감튀는 아주 바삭하고 맛있더라구요. 치즈스틱과 지파이는 올웨이즈 베스트,4,4,5,5,-1,2021-12-09 00:30:39,체스 틱 지피 전방 위 적 가장 좋 다
신당동김밥,손님,"신당동 김밥/1,국물 떡볶이/1,쫄면/1",2020-12-09 00:00:00,"15,000원",2호선 신당역,서울 중구 신당동 152-7 하나더마트 1층,분식,"쫄~면  랜섬중 배달 입에 따~악 
맜있습니다!!",쫄~면  랜섬중 배달 입에 따~악  맜있습니다!!,5,5,5,5,-1,2021-12-08 15:01:49,몸값 배달 따라
구로영양족발,wu**님,"반반족발（매운＋일반）/1(사이즈 선택(中),음료 사이즈 선택(콜라 1.25L로 변경))",2020-07-24 00:00:00,"24,000원",2호선 대림역,서울 구로구 구로동 779-41 1층,족발/보쌈,저번에 맛있게 먹어서 오늘도 주문했는데 양념족발에서 냄새가 너무 많이났어요 족발에 고기 같지도 않고 살짐도 퍽퍽하고 덩어리도 너무 컸어요 한마디로 정말 별로에요,저번에 맛있게 먹어서 오늘도 주문했는데 양념족발에서 냄새가 너무 많이났어요 족발에 고기 같지도 않고 살짐도 퍽퍽하고 덩어리도 너무 컸어요 한마디로 정말 별로에요,1,1,5,5,-1,2021-12-08 23:29:12,나 매운 발 냄새 너무 났 다
초밥에미친남자-건대점,ra**님,초미남 특모듬초밥 도시락 [15p]＋2p서비스＋게살샐러드/1,2021-10-18 00:00:00,"15,000원",2호선 건대입구역,서울 광진구 자양동 6-31 1층,"일식/돈까스, 야식","맛있고 양도 엄청 많아요...! 광어랑 연어가.. 밥을 한바퀴 감고있어요... 회가 두툼하고 신선해요. 최고예요...
정말 맛있게 잘 먹었어요. 또 주문하러 올게요!",맛있고 양도 엄청 많아요..! 광어랑 연어가.. 밥을 한바퀴 감고있어요.. 회가 두툼하고 신선해요. 최고예요.. 정말 맛있게 잘 먹었어요. 또 주문하러 올게요!,5,5,5,5,-1,2021-12-08 14:52:33,고등어 연어 그 들 쌀 주위 싸여 있 다 주문 받
교촌치킨-신도림점,sm**님,"교촌반반윙/1,칩카사바/1",2020-10-11 00:00:00,"16,000원",2호선 도림천역,서울특별시 구로구 신도림동 648 신도림6차e-편한세상 648번지 1층 111호,야식,"자주 이용하는 매장에요
사장님 사모님 친절하시구요",자주 이용하는 매장에요 사장님 사모님 친절하시구요,5,4,4,4,-1,2021-12-08 15:31:22,예전 사용 하 가게 이 고 아내 위한 우호 적 인 다
미스터보쌈족발-이대점,co**님,미스터보쌈3인세트/1(옵션선택(기본)),2021-02-14 00:00:00,"15,000원",2호선 이대역,서울 서대문구 대현동 34-31 지하층,족발/보쌈,너무 맛있어서 좀 먹다가 사진 찍어버렸어요. 항상 잘 먹고 있습니다. 추천합니다!,너무 맛있어서 좀 먹다가 사진 찍어버렸어요. 항상 잘 먹고 있습니다. 추천합니다!,5,5,5,5,-1,2021-12-16 08:33:06,추천
따로닭-신림2호점,c1**님,New 유린기닭（only 순살）/1,2021-11-10 00:00:00,"14,400원",2호선 신림역,서울 관악구 신림동 1640-29 제일빌딩 2층,"치킨, 야식","서비스도 주시고 
맛있게 잘 먹었어요",서비스도 주시고  맛있게 잘 먹었어요,5,5,5,5,https://rev-static.yogiyo.co.kr/968e400cc458e43acc324e7c4d115a75.jpg,2021-12-08 20:42:58,나 좋 식사 했 다
오니기리와이규동-양천구청점,yo**님,"가츠동/1(사이즈 선택(single)),달콤숯닭 오니기리/1",2021-10-05 00:00:00,"7,000원",2호선 양천구청역,서울 양천구 신정동 321-6 센트럴프라자 1층 121호,"1인분 주문, 일식/돈까스",맛있고 1인분배달좋은데..제입에는 너무싱겁네요,맛있고 1인분배달좋은데..제입에는 너무싱겁네요,4,3,5,5,https://rev-static.yogiyo.co.kr/9813270992e4598e4c23d8ee735a8f72.jpg,2021-12-08 14:30:29,코코 코 그리고 비롯 한 콧물
빨간모자피자-방배점,hw**님,콰트로리치L/1(도우 선택（L）(이탈리안)),2021-08-17 00:00:00,"17,000원",2호선 방배역,서울 서초구 방배동 1038 대우프라자 102호,피자/양식,"피자도 따끈따끈하고, 토핑 치즈 질도 좋고 맛있어요","피자도 따끈따끈하고, 토핑 치즈 질도 좋고 맛있어요",5,5,5,5,https://rev-static.yogiyo.co.kr/c13d3e36e0422945b9726c0e66c66dbe.jpg https://rev-static.yogiyo.co.kr/36441c0a019ab9ea20458c7cc3e9babd.jpg,2021-12-08 22:09:27,코코 곡 레 고동 동동 레고 리아 라라 라 태 텔 레테 테 우리 활동 하 고 있
성수돈까스,lo**님,치즈롤까스/1,2021-04-06 00:00:00,"10,000원",2호선 성수역,서울특별시 성동구 성수동2가 272-39 272-39 1층,"1인분 주문, 일식/돈까스","맛있게해주셔서 잘먹었습니다
감사합니다",맛있게해주셔서 잘먹었습니다 감사합니다,5,5,5,-1,-1,2021-12-16 10:41:52,좋 식사 하 세요 고마워요
BBQ-동서울터미널점,01**님,핫 황금올리브 콤보반반（블랙페퍼＋크리스피）/1,2020-05-13 00:00:00,"15,000원",2호선 강변역,서울 광진구 구의동 546-1 동서울터미널빌딩 지하1층 15호,치킨,"배달하시는분도 친절하시고,
음식도 너무 맛있게 잘 먹었습니다.
감사합니다.","배달하시는분도 친절하시고, 음식도 너무 맛있게 잘 먹었습니다. 감사합니다.",5,5,5,5,-1,2021-12-08 16:16:01,음식 너무 좋 아서 먹 수 없 다
쌀통닭-북창동점,ho**님,쌀통닭/1(소스 추가(매운맛)),2021-11-22 00:00:00,"15,900원",2호선 시청역,서울 중구 북창동 17-5,야식,이번도 넘  맛있게 먹었습니다 고맙습니다 ㅎㅎ,이번도 넘  맛있게 먹었습니다 고맙습니다 ㅎㅎ,5,5,5,5,-1,2021-12-08 12:01:52,나 좋 식사 했 고마워요 그것 반복 해서 먹 다
싸움의고수-신촌점,jj**님,1인 보쌈M/1,2021-12-15 00:00:00,"7,500원",2호선 신촌역,서울 서대문구 창천동 13-27 1층,족발/보쌈,처음시켰는데 너무 맛있네요 잘먹었습니다 ㅎ,처음시켰는데 너무 맛있네요 잘먹었습니다 ㅎ,5,5,5,5,-1,2021-12-16 08:19:50,뇌 두뇌 및 그리고 암 대뇌 비비 비코 코
양곶간-본점,손님,"마라롱샤/1,양저우볶음밥/1",2018-07-29 00:00:00,"20,000원",2호선 강남역,서울 강남구 논현동 164-13 지상 2층,중국집,마리롱샤. 자극적인 맛이 입맛에 딱 맞았어요. 친구는 조금쎄다고 했는데 같이 나온 소스랑 먹으니 그게 또 괜찮더라구요. 볶음밥은 어떤 중국집 볶음밥보다 맛있었어요!! 질막었습니다~,마리롱샤. 자극적인 맛이 입맛에 딱 맞았어요. 친구는 조금쎄다고 했는데 같이 나온 소스랑 먹으니 그게 또 괜찮더라구요. 볶음밥은 어떤 중국집 볶음밥보다 맛있었어요!! 질막었습니다~,5,5,5,5,https://rev-static.yogiyo.co.kr/98502cc54ee45543e0169cc0ae776b28.jpg,2021-12-17 02:16:14,도발 적 인 맛 딱 맞 다
탐앤탐스커피-삼성본점,th**님,페페로니SET/1(음료 선택(아이스티)),2021-11-01 00:00:00,"8,000원",2호선 삼성역,서울 강남구 삼성동 143-27 1층,"야식, 카페/디저트",생각보다 배달도 빠르고 치즈 최고에요!!!!!!,생각보다 배달도 빠르고 치즈 최고에요!!,5,5,5,5,https://rev-static.yogiyo.co.kr/4ac01393e1f58b6bb7fe382159f0836b.jpg,2021-12-09 00:24:47,배달 빠르 고 며 치즈 가장 좋
파리바게뜨-까치산역점,zz**님,"카스테라/4,아침&후레쉬우유（930ml）/1",2021-10-29 00:00:00,"12,000원",2호선 까치산역,서울특별시 강서구 화곡동 343-2 343-2,"프랜차이즈, 카페/디저트",우유좋아요 카스테라랑 먹으면 완전 맛있어요,우유좋아요 카스테라랑 먹으면 완전 맛있어요,5,5,5,-1,https://rev-static.yogiyo.co.kr/edbda4920a5b21a430acedcfba1ef3b9.jpg,2021-12-08 12:39:03,캐스터 라 먹 때 완전히 맛있 네 선생 님
마왕족발-성수점,oh**님,"마왕통구이 중/1(맛선택(중간맛),메뉴추가(비빔국수 1인))",2020-06-06 00:00:00,"29,000원",2호선 뚝섬역,서울 성동구 성수동2가 315-61 성수역 SK V1 Tower 1층 112호,족발/보쌈,"역시 마왕족발 맛있습니다.
매콤달콤하니 최고네요 ㅎㅎ",역시 마왕족발 맛있습니다. 매콤달콤하니 최고네요 ㅎㅎ,5,5,5,5,-1,2021-12-16 06:07:38,대마초 발 맛있 다
밥먹자국밥집-잠실점,손님,순대국/3,2018-11-28 00:00:00,"9,000원",2호선 잠실새내역,서울 송파구 잠실동 22-6 리센츠 지하 1층 에이72-2호,"1인분 주문, 한식",배달시켯는데 국이새길래 뭔가햇더니 좀구겨져있네요,배달시켯는데 국이새길래 뭔가햇더니 좀구겨져있네요,3,4,4,2,-1,2021-12-16 11:56:33,전국 곳곳 있 때문 조금 저렴 하 다 배달
헬로밀반찬-잠실점,pj**님,"소불고기 볶음 （완조리） 330g/1,불맛 오징어볶음/1,두부조림/1,간장어묵볶음/1,계란말이/1,버터진미채/1,들깨 수제 단무지/1,단호박샐러드/1,참치샐러드/1",2021-09-16 00:00:00,"20,000원",2호선 잠실새내역,서울 송파구 잠실동 22-6 리센츠 지하1층 A65호,"피자/양식, 한식","39,900원에 반찬이 12팩이 오네요! 가성비도 좋고, 배달도 빠르고, 음식 깔끔하고 무엇보다 맛있네요. 잠실 최고의 반찬집으로 리뷰를 달지 않을 수가 없네요! 👍😊👍","39,900원에 반찬이 12팩이 오네요! 가성비도 좋고, 배달도 빠르고, 음식 깔끔하고 무엇보다 맛있네요. 잠실 최고의 반찬집으로 리뷰를 달지 않을 수가 없네요! ",5,5,5,5,-1,2021-12-16 11:59:10,잠실 가장 좋 반찬 집 리뷰 할 수 없
피그말리온프리미엄카츠,na**님,"특 로스카츠 정식/1,히레카츠 정식/1",2021-07-14 00:00:00,"10,000원",2호선 구의역,서울특별시 광진구 구의동 244-50 244-50,일식/돈까스,"리뷰가 늦었네요..!
하루만에 재주문한 집은 처음입니다.
이번엔 가족들이랑 다 같이 먹었어요!
사진을 깜빡하고 먹던 도중에 찍어서 올릴까하다가 그냥 안올리는게 나을거 같아서 다음 주문때 올릴게요.
이번에도 모든 메뉴 맛있게 잘 먹었습니다.
이 맛 변함없이 오래오래 영업해주셨으면 좋겠습니다!",리뷰가 늦었네요..! 하루만에 재주문한 집은 처음입니다. 이번엔 가족들이랑 다 같이 먹었어요! 사진을 깜빡하고 먹던 도중에 찍어서 올릴까하다가 그냥 안올리는게 나을거 같아서 다음 주문때 올릴게요. 이번에도 모든 메뉴 맛있게 잘 먹었습니다. 이 맛 변함없이 오래오래 영업해주셨으면 좋겠습니다!,5,5,5,5,-1,2021-12-16 11:11:42,사진 잊어버리 동안 가져가 려고 하 는데 글 올리 지 않 게 좋 때문 다음 순서
가마로강정-자양점,wn**님,순살반반（달콤반＋매콤반）/1,2021-05-09 00:00:00,"18,000원",2호선 구의역,서울 광진구 자양동 679-31,치킨,"닭강정은 뭐다? 가마로다~
근데 매운맛은 진짜 맵네요 이거 생각하고 주문하세요",닭강정은 뭐다? 가마로다~ 근데 매운맛은 진짜 맵네요 이거 생각하고 주문하세요,5,5,4,4,-1,2021-12-08 15:41:01,정말 매운데 코마 로다 힘들 이것 생각 하 고 주문 세요
마왕족발-석촌점,yj**님,반반세트 중/1(맛선택(중간맛)),2021-03-28 00:00:00,"20,000원",2호선 잠실역,서울 송파구 석촌동 7-4,족발/보쌈,보족세트는 저랑안맞네요 담엔 마늘로시킬께요 양도 작았습니다,보족세트는 저랑안맞네요 담엔 마늘로시킬께요 양도 작았습니다,3,4,3,4,-1,2021-12-08 22:28:23,나 마늘 벽 붙이 금액 적 다
최신족발,dl**님,왕족발 （1인분） ＋ 막국수（1인분）/1,2021-07-09 00:00:00,"16,000원",2호선 건대입구역,서울 광진구 화양동 34-3 1층,족발/보쌈,배달도 빠르고 양도 많고 저 막국수 살인마인데 한개도 양많아서 깜짝놀랐어요! 서비스로온 막국수까지 싹싹 갈겼습니당 감사합니다💛 적게일하고 많이버세요-!,배달도 빠르고 양도 많고 저 막국수 살인마인데 한개도 양많아서 깜짝놀랐어요! 서비스로온 막국수까지 싹싹 갈겼습니당 감사합니다  적게일하고 많이버세요 !,5,5,5,5,-1,2021-12-08 14:53:25,서비스 중심 면 조각조각 잘렸 덜 일 하 고 많 돈 벌 려고 노력 해
서소문순두부보쌈-본점,tn**님,"서소문순두부/1,혼보쌈 1人/1",2021-07-20 00:00:00,"10,000원",2호선 성수역,서울 광진구 화양동 42-29 1층,족발/보쌈,"솔직히 기대 안했는데 진짜 맛있어요,,,보쌈도 야들야들 촉촉해요","솔직히 기대 안했는데 진짜 맛있어요,,보쌈도 야들야들 촉촉해요",5,5,5,5,-1,2021-12-08 14:02:10,보쌈 촉촉 하 고 해
몬스터족발-건대점,lj**님,"반반B세트（족발＋보쌈）/1(족발선택(몬스터바베큐족발 순한맛),보쌈선택(몬스터바베큐보쌈 순한맛),사이즈 선택(반반B세트 中))",2020-04-12 00:00:00,"19,900원",2호선 건대입구역,서울 광진구 화양동 5-74 1~2층,족발/보쌈,"서비스가 두개나 오네요.ㅎㅎ
맛있게 잘먹었어요",서비스가 두개나 오네요.ㅎㅎ 맛있게 잘먹었어요,5,5,5,5,-1,2021-12-17 03:32:44,그 들 중 명 있 다
계경순대국-청구점,je**님,"순대국/1,순대국（특）/1",2020-12-13 00:00:00,"8,500원",2호선 신당역,서울 중구 신당동 52-270 1층,1인분 주문,"집에만계신 할머니 드리려고 시켰는데
너무 맛있게 드셨습니다 
깍두기도 많이주시고 감사합니다",집에만계신 할머니 드리려고 시켰는데 너무 맛있게 드셨습니다  깍두기도 많이주시고 감사합니다,5,5,5,5,-1,2021-12-08 14:53:12,많이 깎 아 주 셔서 감사 합니다
구구족-방이점,yn**님,구구족 족발만（야채X）/1(리뷰이벤트(（찜＋ㄹㅣ뷰약속）맛보기 막국수)),2021-11-27 00:00:00,"19,000원",2호선 잠실나루역,서울 송파구 방이동 103-14 1층,족발/보쌈,맛있고 깔끔해서 오니까 좋네용. 막국수도 맛있어서다음엔 막국수추가해서 먹을거같아요,맛있고 깔끔해서 오니까 좋네용. 막국수도 맛있어서다음엔 막국수추가해서 먹을거같아요,5,5,5,5,https://rev-static.yogiyo.co.kr/f5158d29d26c64a89a6875e961024b19.jpg https://rev-static.yogiyo.co.kr/3c2f3a9bf897c108f11da9b6f9e43648.jpg,2021-12-08 19:51:36,맛있 어서 다음 밥 국수 좀 먹 거 라고 생각 한다
청년치킨-사당점,wu**님,청년반반세트（후반＋양반＋콜라500mL）/1(뼈 or 순살 선택(순살)),2021-09-01 00:00:00,"14,000원",2호선 사당역,서울특별시 동작구 사당동 1029-37 1029-37 1층,치킨,"순살 양 많아서 좋네요.
이집은 뼈보단 순살이 좋아요.",순살 양 많아서 좋네요. 이집은 뼈보단 순살이 좋아요.,5,5,5,5,-1,2021-12-08 23:00:59,뼈 순수 한 것 좋 다
족황상제-송파점,la**님,반반족발/1(사이즈 선택(大（3人）)),2021-01-23 00:00:00,"20,000원",2호선 잠실나루역,서울 송파구 송파동 104-5 1층 102호,"족발/보쌈, 야식","항상 믿고 먹는데
양념이 예전보다 좀 덜 매워진것 같아서 개인적으로 더 좋네요!
맛있게 잘 먹었습니다^^",항상 믿고 먹는데 양념이 예전보다 좀 덜 매워진것 같아서 개인적으로 더 좋네요! 맛있게 잘 먹었습니다^^,5,5,5,5,-1,2021-12-12 04:21:07,이전 조금 더 매운 시즌 이 라 개인 적 좋 다고 생각 합니다 식사 하 세요
신전떡볶이-성수점,gl**님,"치즈 떡볶이/2(맛선택(순한맛)),스팸마요컵밥/2",2020-07-27 00:00:00,"15,000원",2호선 뚝섬역,서울 성동구 성수동1가 706 쌍용아파트 B동 상가 1층 106호,분식,아이들이  좋아해서  자주 먹게  되요. 중독성 있는 맛에  매운거  못막는이아도  사달라고 하네요,아이들이  좋아해서  자주 먹게  되요. 중독성 있는 맛에  매운거  못막는이아도  사달라고 하네요,5,5,5,5,-1,2021-12-08 13:32:48,중독 막 수 없 사람 사 달 라고 부탁 하 고 있
버거앤프라이즈-신대방역점,ga**님,"[ BEST1 ] 베이컨더블치즈버거/1(양파 선택(생양파),토핑 추가 선택(해시브라운 토핑))",2021-06-26 00:00:00,"10,000원",2호선 신대방역,서울특별시 관악구 신림동 515-31 515-31 1층,"1인분 주문, 야식","저번에 먹고 맛있어서 또 주문했어요
배부르고 맛있어요",저번에 먹고 맛있어서 또 주문했어요 배부르고 맛있어요,5,5,5,5,-1,2021-12-16 16:03:40,나 배고프 고 맛있 다 어서 다시 주문 했 네 선생 님
열혈분식-양천점,hi**님,"옛날우동/1,오징어덮밥/1,김치볶음밥/1",2021-08-29 00:00:00,"13,000원",2호선 신정네거리역,서울 양천구 신월동 1063 신정뉴타운롯데캐슬 1층 115호,분식,굳💜💚❤️👍😍💜💜😍😍💚👍💚❤️❤️💚💜👍😍😍❤️,굳                        ,5,5,5,5,-1,2021-12-08 13:51:30,한식
이화수-서초점,yu**님,"맑은육개장/1,전통육개장/5",2021-09-06 00:00:00,"17,900원",2호선 교대역,서울 서초구 서초동 1708-4,족발/보쌈,6인분 시켰는데 공기밥 5인분만와서 전화했는데 계속 연결대지않았어요ㅜㅠ,6인분 시켰는데 공기밥 5인분만와서 전화했는데 계속 연결대지않았어요ㅜㅠ,3,5,4,5,-1,2021-12-08 20:42:17,명 주문 했 는데 공중 전화 걸 지만 연락 닿 지 않 그리스도
김준현의피자헤븐-삼성대치점,손님,"헤븐스페셜 BIG L/1(BL 도우 선택(기본도우),음료(선택안함))",2020-12-10 00:00:00,"18,000원",2호선 삼성역,서울 강남구 대치동 960-3 1층 101호,"프랜차이즈, 피자/양식",....피자 크기가 이렇게 큰줄;몰랏네요;;;;;;;;;잘먹엇서용 최고,..피자 크기가 이렇게 큰줄 몰랏네요         잘먹엇서용 최고,5,5,5,5,-1,2021-12-09 00:17:42,그렇게 큰 피자 크기 쇼핑몰
혼술식당in안암점,xo**님,고추잡채/1,2021-07-14 00:00:00,"9,900원",2호선 신설동역,서울 성북구 안암동1가 314-2 1층,"일식/돈까스, 분식",맛있는데 매운 거 못 먹는 사람한테는 조금 맵습니다,맛있는데 매운 거 못 먹는 사람한테는 조금 맵습니다,5,5,5,5,https://rev-static.yogiyo.co.kr/63dc23040425616123bcdba09cf21447.jpg,2021-12-09 01:54:48,매운 음식 못 먹 사람 들 조금 맛 있 힘들 다
파리바게뜨-잠실파크리오점,rl**님,"혼자서도즐기는연유브레드/1,초코 왕소라 플러스/2,구름 크림빵/1,촉촉한 치즈케익/1,포켓샌드 땅콩/1,꼬마 카스테라/1",2021-12-13 00:00:00,"12,000원",2호선 잠실나루역,서울특별시 송파구 신천동 17-4 파크리오 17-4 파크리오,"프랜차이즈, 카페/디저트","개인적인 이유로 즉석빵?으로 만드는빵은 못먹고 포장된 완제품빵만 먹을수있어서 편의점빵만 먹다 오랜만에 빵집빵 먹게되어 너무 좋아요~
연유빵은 못먹고 딴사람이 먹었는데 완전 맛있다고하네요~",개인적인 이유로 즉석빵?으로 만드는빵은 못먹고 포장된 완제품빵만 먹을수있어서 편의점빵만 먹다 오랜만에 빵집빵 먹게되어 너무 좋아요~ 연유빵은 못먹고 딴사람이 먹었는데 완전 맛있다고하네요~,5,5,5,5,-1,2021-12-16 11:32:41,상대방 우유 빵 먹 다고 하 지만 완전히 맛있
