brand,menu,star,review
배달의쌀국수-건대점,"소고기쌀국수/2(고기 선택(양지)),갈아만든배 355mL/1",5,"맛있습니다
해장하기 딱 좋군요
얼큰하지는 않으니
청량고추 꼭 추가해서 드세요"
작품파스타&피자,"1인 Set메뉴（피자＋파스타＋코카콜라 245ml＋수제피클 제공）/1(콜라선택(코카콜라 캔 245ml),피자선택(마르게리따피자),파스타선택(까르보나라 파스타),파스타 추가 선택(파스타에 면추가),음료 추가 선택(코카콜라 1.25L),사이드메뉴 추가 선택(치킨 윙 5pcs))",3,넘느끼하노.....
배달삼겹돼지되지-구의점,"공기밥/2,파절이/1,소450g/1(양념추가(오리지날),단품메뉴 추가(삼겹살))",5,맛있게 잘 먹었습니다
강남족발,왕족발/1(사이즈 선택(소（2인분）（음료별도）)),1,흐음........
첼리와비올라,B정식（양많음）/1,5,양이너무많아서 좋지만 결국쪼금은남기게되지만 너무 만족합니다 맛도좋구요 반찬도 많구
공차-분당정자역점,"그린애플젤리 밀크티/1(SUGAR(50%),COLD(COLD)),허니자몽티 J/1(COLD(COLD),ICE(Full Ice)),자몽 그린티 에이드 J/1(TOPPINGS(코코넛),SUGAR(50%),COLD(COLD),ICE(Regular Ice))",5,여러번 시켰던 사람인데 이번 배달은 좀 실망이네요. 타로밀크티랑 망고밀크티 밑 부분이 다 터져서 와서 따로 옮기고 치우는데 힘들었어요. 이렇게 다 터져서 오면 그냥 집 앞에서 다른 음료수 먹을텐데 말이죠. 배달이 문제인지 공차가 문제인지 모르겠지만 치우느라 화났습니다.
나혼자돈까스왕,"수제후레쉬돈가스세트（수제후레쉬돈까스＋반우동 or 반냉우동 中 택1）/1(메뉴 선택(반우동)),수제고구마치즈돈가스세트（수제고구마치즈돈까스＋반우동 or 반냉우동 中 택1）/1(메뉴 선택(반우동)),새우튀김（1pcs）/2",4,개인적으로는 그냥돈까스가 너무 뻑뻑했어요. 닭가슴살보다 살짝 더 촉촉한 느낌? 그래서 조금 아쉬웠습니다. 고차돈은 고구마 많이 들어있더라구요
육회한연어-건대점,"혼밥세트5/1(메뉴 선택(연어초밥3pcs,육회초밥3pcs))",4,예상치 못한 김치전 맛집..!! 리뷰 감사합니다 김치전부터 옴뇸뇸 먹엇서요ㅎㅎ 초밥보다는 덮밥이 더 맛있습니다!! 덮밥 먹을 때에는 고추장은 절반만 넣는 걸 추천드려요~
포메인-분당오리역,"해산물 팟타이/1(식기 선택(일회용숟가락,젓가락제외))",4,저번에 시켜먹었다 맛있어서 다시 시켰는데 맛이 덜해진 것 같았습니다. 배달도 늦게와서 아쉬워요
강남족발,보족세트（족발＋보쌈）/1(보족세트 사이즈 선택(소（2인분）)),1,족발은 잘먹었는데요 보쌈.. 하..  사람먹는거맞나요? 한점먹고 토할뻔햇네요 어떻게삶으면 그렇게 냄새를 하나도 제거못할수가있는지.. 종일속 울렁대고 족발탓인지 보쌈한점탓인지 둘이먹었는데 둘다설사하고.. 저렴한건 다이유가잇구나싶네요 앞으론 약값쓸거보태서 제대로된거시켜먹어야겠어요 제발 드셔보고 파세요 사람이먹는겁니다
설빙-강남역2호점,"인절미설빙/2(스푼선택(스푼 1개)),팥앙금/1,연유소스/2",3,"저는 빙수 두개시켰는데 .. 왜 하나만 가져다주신거죠? 
와이프랑 1인1빙 하려다 매우당황했네요... 

제돈 돌려주시거나 빙수를 하나 더 가져다주시던지 해주세요. 연락 꼭 주시기바랍니다.."
집밥으로우주정복,숯불 숙성 삼겹 세트 2人/1,1,"리뷰도 안보고 요청사항도 안보는가게에요..

 손님의견을 들을생각이 전혀 없습니다"
파스타레토,"쉬림프알프레도파스타/1,치킨텐더（5개）/1,콜라 500mL/1",2,Average at best. Chicken tenders are extremely small and skinny in size.
버거킹-건대입구역점(24),"불고기와퍼세트/1(음료변경(코카-콜라R（변경 없음 ）),사이드변경(프렌치프라이（R）)),불고기와퍼/1",2,"1~감자튀김 2개먹고 다버림(완전 생감자)
2~패티 무지 얇음!
3야채? 거의 없음!
4 음식갖고 장난치지마세요.^^♡
편의점 버거 먹겠음!
버거킹 10년 먹었는데 오늘이 최고에 맛이었음~~~!!^^♡ 감사합니다.
버거킹 다신 안먹음!"
작품파스타&피자,"1인 Set메뉴（피자＋파스타＋코카콜라 245ml＋수제피클 제공）/1(콜라선택(코카콜라 캔 245ml),피자선택(마르게리따피자),파스타선택(뽀모도로 파스타),피자 추가 선택(피자에 새우),파스타 추가 선택(파스타에 면추가))",4,"배달 종영 예능프로 보다가 원래 시리얼 먹을려다가 화덕피자랑 포모도로 파스타가 갑자기 땡겨서 시키게 되었어요 ~ 따듯한 음식으로 배달이 빨리와서 좋았어요
여기는 부라타 치즈가 없나봐요ㅠㅠ 같이 비벼먹고 싶었은데ㅠ 파마산 토핑만 되어있네요ㅜ 그점만 조금 아쉬웠지만 면도 안불고 적당해서 맛있게 잘 먹었습니다 제가 화덕피자를 좋아하다보니 화덕 피자는 뭐 말할것도 없이 맛있엇어요 담에 시켜먹게 되면 다른종류 도전이요~!! 
번창 하세요~^^"
장독대김치찌개-선릉점,"장독대 김치찜 정식/1,장독대 김치찌개 정식（1人）/1,콜라（500mL）/1",4,배달도 빠르고 맛있게 잘먹었어요
파스타레토,"토마토핫칠리씨푸드파스타/1,쉬림프알프레도파스타/1,봉골레파스타/1",1,"양많고 정말맛없어요
면도 오버쿡
값에 똑같은 맛이라해야할듯."
박가족-장안점,朴家당일삶은왕족/1(사이즈 선택(대)),5,"퇴근하고 집에서 먹을려고 포장을 못뜯고찍었네요
자주 시켜먹을만큼 맛있습니다"
첼리와비올라,B정식/1,1,와 진짜 너무 맛없네요 완전 최악...;;
버거킹-분당상록점,"더블화이트갈릭와퍼 세트/1(음료변경(코카-콜라 제로R),사이드변경(프렌치프라이（R）)),앵그리 너겟킹 4조각/1",5,배달은 예상시간보다 좀 빨랐고 따뜻하게 와서 잘 먹었습니당
무국적식탁-광진점,직화바싹제육덮밥/1,5,진짜 맛있네요. 인정합니다ㅎㅎ
포메인-분당오리역,"포메인 쌀국수/1(사이즈 선택(S),면선택(데침),식기 선택(일회용숟가락,젓가락포함))",1,이상한 먼지 붙어있고 수저 달라고해도 수저안줌
장독대김치찌개-선릉점,장독대 김치찌개 정식（1人）/1,1,"배고파서 빨리되는걸로시켰는데 정말 장사접으세요
음식물 처리하는사람입니까
밥은 언제한거인지 냄새에 굳어있고 찌게도 전문점이라하기엔 토나올정도고 기본반찬 참기가막히네요  당신들 남의돈 갖고장난하시나
두번다시 시켜먹을일없을듯"
